jeu_200_25_8.txt_3_currentGA	jeu_200_25_8.txt_3_bestGA	
0	-135.733	-135.733	
1	-66.7333	-66.7333	
2	-8.73333	-8.73333	
3	-109.733	-8.73333	
4	-22.7333	-8.73333	
5	-123.733	-8.73333	
6	-3.73333	-3.73333	
7	44486	44486	
8	52632	52632	
9	-63.7333	52632	
10	-279.733	52632	
11	44872	52632	
12	-95.7333	52632	
13	-52.7333	52632	
14	43622	52632	
15	-86.7333	52632	
16	-80.7333	52632	
17	-96.7333	52632	
18	-144.733	52632	
19	-92.7333	52632	
20	-112.733	52632	
21	-88.7333	52632	
22	41543	52632	
23	-225.733	52632	
24	-199.733	52632	
25	-89.7333	52632	
26	-24.7333	52632	
27	-264.733	52632	
28	44591	52632	
29	-185.733	52632	
30	-9.73333	52632	
31	45727	52632	
32	-129.733	52632	
33	-0.733333	52632	
34	-163.733	52632	
35	-30.7333	52632	
36	-162.733	52632	
37	-75.7333	52632	
38	-6.73333	52632	
39	47056	52632	
40	-230.733	52632	
41	-102.733	52632	
42	-56.7333	52632	
43	42179	52632	
44	-146.733	52632	
45	40306	52632	
46	-121.733	52632	
47	-17.7333	52632	
48	-107.733	52632	
49	44875	52632	
50	-21.7333	52632	
51	-161.733	52632	
52	41148	52632	
53	-111.733	52632	
54	-51.7333	52632	
55	-7.73333	52632	
56	-170.733	52632	
57	46148	52632	
58	-241.733	52632	
59	-118.733	52632	
60	-21.7333	52632	
61	-59.7333	52632	
62	-161.733	52632	
63	-78.7333	52632	
64	-22.7333	52632	
65	43312	52632	
66	-66.7333	52632	
67	47550	52632	
68	45722	52632	
69	-109.733	52632	
70	45036	52632	
71	-79.7333	52632	
72	45781	52632	
73	-81.7333	52632	
74	-69.7333	52632	
75	-275.733	52632	
76	45517	52632	
77	43669	52632	
78	47809	52632	
79	-83.7333	52632	
80	42563	52632	
81	41442	52632	
82	-138.733	52632	
83	-74.7333	52632	
84	-95.7333	52632	
85	-157.733	52632	
86	-146.733	52632	
87	-159.733	52632	
88	-71.7333	52632	
89	-33.7333	52632	
90	46148	52632	
91	44574	52632	
92	-75.7333	52632	
93	43279	52632	
94	38619	52632	
95	-55.7333	52632	
96	42504	52632	
97	-228.733	52632	
98	44255	52632	
99	42479	52632	
100	-1.73333	52632	
101	45103	52632	
102	-346.733	52632	
103	-109.733	52632	
104	-151.733	52632	
105	40194	52632	
106	-75.7333	52632	
107	46008	52632	
108	-92.7333	52632	
109	-62.7333	52632	
110	-159.733	52632	
111	-32.7333	52632	
112	43420	52632	
113	-46.7333	52632	
114	-51.7333	52632	
115	-94.7333	52632	
116	-177.733	52632	
117	-54.7333	52632	
118	-6.73333	52632	
119	44420	52632	
120	-72.7333	52632	
121	45781	52632	
122	-71.7333	52632	
123	-77.7333	52632	
124	40847	52632	
125	-123.733	52632	
126	-64.7333	52632	
127	43080	52632	
128	-163.733	52632	
129	42885	52632	
130	46008	52632	
131	49999	52632	
132	35672	52632	
133	41731	52632	
134	41618	52632	
135	38619	52632	
136	-87.7333	52632	
137	45741	52632	
138	-215.733	52632	
139	-87.7333	52632	
140	40937	52632	
141	-152.733	52632	
142	-74.7333	52632	
143	40770	52632	
144	-16.7333	52632	
145	-93.7333	52632	
146	-91.7333	52632	
147	45498	52632	
148	50874	52632	
149	-11.7333	52632	
150	-28.7333	52632	
151	45126	52632	
152	-36.7333	52632	
153	42781	52632	
154	46381	52632	
155	42497	52632	
156	-114.733	52632	
157	-77.7333	52632	
158	-169.733	52632	
159	-280.733	52632	
160	-74.7333	52632	
161	46783	52632	
162	-85.7333	52632	
163	45864	52632	
164	-19.7333	52632	
165	40973	52632	
166	-83.7333	52632	
167	41731	52632	
168	40899	52632	
169	38279	52632	
170	-19.7333	52632	
171	41898	52632	
172	-35.7333	52632	
173	-48.7333	52632	
174	-5.73333	52632	
175	-7.73333	52632	
176	-50.7333	52632	
177	-71.7333	52632	
178	48885	52632	
179	-74.7333	52632	
180	44437	52632	
181	41016	52632	
182	-17.7333	52632	
183	-22.7333	52632	
184	42069	52632	
185	51024	52632	
186	-178.733	52632	
187	-73.7333	52632	
188	-28.7333	52632	
189	-25.7333	52632	
190	42000	52632	
191	-73.7333	52632	
192	42363	52632	
193	47165	52632	
194	43923	52632	
195	-33.7333	52632	
196	50874	52632	
197	-68.7333	52632	
198	-94.7333	52632	
199	-61.7333	52632	
200	46590	52632	
201	42587	52632	
202	-20.7333	52632	
203	-86.7333	52632	
204	49999	52632	
205	-4.73333	52632	
206	-17.7333	52632	
207	45696	52632	
208	-91.7333	52632	
209	46711	52632	
210	-101.733	52632	
211	45386	52632	
212	-49.7333	52632	
213	43761	52632	
214	-38.7333	52632	
215	43672	52632	
216	42897	52632	
217	39906	52632	
218	-9.73333	52632	
219	-22.7333	52632	
220	-44.7333	52632	
221	47317	52632	
222	-63.7333	52632	
223	45689	52632	
224	39493	52632	
225	-73.7333	52632	
226	-32.7333	52632	
227	-87.7333	52632	
228	46965	52632	
229	-10.7333	52632	
230	-58.7333	52632	
231	-93.7333	52632	
232	49999	52632	
233	43813	52632	
234	-37.7333	52632	
235	43896	52632	
236	49149	52632	
237	48636	52632	
238	-154.733	52632	
239	41670	52632	
240	37985	52632	
241	-33.7333	52632	
242	40408	52632	
243	-76.7333	52632	
244	-18.7333	52632	
245	-19.7333	52632	
246	-133.733	52632	
247	45323	52632	
248	-75.7333	52632	
249	39799	52632	
250	44536	52632	
251	-14.7333	52632	
252	-76.7333	52632	
253	-32.7333	52632	
254	-3.73333	52632	
255	-40.7333	52632	
256	41414	52632	
257	-146.733	52632	
258	39439	52632	
259	-261.733	52632	
260	50712	52632	
261	-28.7333	52632	
262	46292	52632	
263	45825	52632	
264	44043	52632	
265	41898	52632	
266	37256	52632	
267	-0.733333	52632	
268	37777	52632	
