jeu_200_75_5.txt_3_bestGAPerIt	jeu_200_75_5.txt_3_popMeanGA	jeu_200_75_5.txt_3_offMeanGA	
180	212496	173349	180443	
181	212496	180443	176891	
182	212496	176891	169725	
183	212496	169725	165990	
184	212496	169533	176584	
185	212496	180127	173289	
186	212496	173289	180377	
187	212496	183919	190930	
188	213233	190930	194411	
189	213233	197965	180376	
190	213233	180376	169808	
191	213233	169808	183940	
192	213233	183940	187641	
193	213233	187641	187753	
194	213233	187753	187685	
195	213233	187685	191409	
196	213233	191409	188106	
197	213244	188106	205943	
198	213244	209498	181123	
199	213244	181123	184604	
200	213244	184604	191594	
201	213244	191594	191740	
202	213316	191740	188190	
203	213316	191746	188225	
204	213316	191781	177564	
205	213316	177564	191749	
206	213316	195305	181169	
207	213316	184726	202463	
208	213316	206019	198815	
209	213327	198815	188046	
210	213327	188046	195071	
211	213327	198627	191691	
212	213327	191691	174045	
213	213327	174045	170305	
214	213327	170305	181013	
215	213327	181013	180924	
216	213327	184480	180961	
217	213327	180961	202213	
218	213327	202213	202434	
219	213327	205990	191837	
220	213327	191837	184743	
221	213419	184743	181133	
222	213419	181133	181051	
223	213419	181051	173828	
224	213502	173828	184611	
225	214037	184611	181017	
226	214037	181017	184614	
227	214037	188182	188257	
228	214037	188257	184806	
229	214037	184806	174162	
230	214037	177730	195366	
231	214112	195366	181155	
232	214112	184724	181165	
233	214112	181165	181336	
234	214112	181336	188297	
235	214112	188297	188211	
236	214112	188211	191736	
237	214112	195306	184829	
238	214112	188398	163550	
239	214112	163550	174035	
240	214112	174035	177435	
241	214112	177435	181175	
242	214112	181175	177559	
243	214112	177559	173940	
244	214112	173940	159758	
245	214112	159758	159621	
246	214112	159621	152367	
247	214112	152367	152376	
248	214112	152376	166362	
249	214338	166362	166442	
250	214338	166442	173596	
251	214338	173596	163363	
252	214338	163363	170658	
253	214338	170658	195499	
254	214338	195499	188446	
255	214338	188446	199464	
256	216159	199464	196198	
257	216159	196198	185505	
258	216159	185505	182309	
259	216159	182309	178796	
260	216159	178796	193236	
261	216159	193236	200591	
262	216159	200591	208107	
263	216159	208107	194212	
264	216159	194212	183573	
265	216159	183573	180028	
266	216159	180028	183526	
267	216159	183526	205106	
268	216159	205106	201549	
269	216159	201549	197967	
270	216159	197967	180025	
271	216159	180025	180032	
272	216159	180032	194325	
273	216159	194325	187214	
274	216159	187214	176269	
275	216159	176269	172675	
276	216159	172675	190821	
277	216159	190821	187231	
278	216159	187231	187112	
279	216159	187112	197976	
280	216159	197976	187298	
281	216159	187298	205248	
282	216159	205248	194504	
283	216159	194504	180103	
284	216159	180103	180039	
285	216159	180039	197913	
286	216159	197913	194255	
287	216159	194255	190850	
288	216159	190850	172806	
289	216159	172806	194251	
290	216769	194251	194103	
291	216769	194103	187108	
292	216769	187108	179995	
293	216769	179995	180172	
294	216769	180172	198335	
295	216769	198335	209249	
296	216769	209249	194874	
297	216769	194874	184035	
298	216769	184035	198606	
299	216769	198606	187686	
300	216769	187686	180421	
301	216769	180421	191426	
302	216769	191426	176797	
303	216769	176797	176769	
304	216769	176769	191123	
305	216769	191123	194787	
306	216769	194787	191163	
307	216769	191163	191266	
308	216769	191266	202045	
309	216769	202045	194949	
310	216769	194949	191255	
311	216769	191255	191393	
312	216769	191393	191388	
313	216769	191388	184158	
314	216769	184158	180434	
315	216769	180434	191296	
316	216769	191296	176798	
317	216769	176798	180409	
318	216769	180409	173284	
319	216769	173284	202078	
320	216769	202078	184060	
321	216769	184060	191310	
322	216769	191310	180576	
323	216769	180576	191259	
324	216769	191259	173372	
325	216769	173372	187709	
326	216769	187709	184044	
327	216769	184044	184096	
328	216769	184096	180316	
329	216769	180316	183815	
330	216769	183815	183919	
331	216769	183919	184119	
332	216769	184119	205697	
333	216769	205697	184042	
334	216769	184042	165969	
335	216769	165969	165952	
336	216769	165952	173328	
337	216769	173328	191263	
338	216769	191263	166022	
339	216769	166022	173250	
340	216769	173250	184155	
341	216769	184155	191352	
342	216769	191352	202179	
343	216769	202179	198586	
344	216769	198586	184114	
345	216769	184114	180471	
346	216769	180471	198409	
347	216769	198409	187712	
348	216769	187712	166155	
349	216769	166155	184156	
350	216769	184156	198705	
351	216873	198705	191370	
352	216873	194986	184089	
353	216873	187705	180371	
354	216873	183987	191335	
355	216873	191335	195030	
356	216873	195030	194907	
357	216873	194907	191271	
358	216873	191271	194743	
359	216873	194743	202034	
360	216873	202034	173311	
361	216873	173311	176885	
362	216873	176885	187763	
363	216873	187763	191422	
364	216873	191422	191263	
365	216873	191263	202203	
366	216873	202203	198618	
367	216873	198618	184182	
368	216873	184182	187651	
369	216873	187651	191171	
370	216873	191171	187832	
371	216873	187832	187672	
372	216873	187672	187679	
373	216873	187679	202247	
374	216873	202247	198682	
375	216873	198682	191484	
376	216873	191484	187730	
377	216873	187730	198671	
378	216873	198671	187906	
379	216873	187906	166195	
380	216873	166195	162573	
381	216873	162573	165977	
382	216873	165977	176792	
383	216873	176792	191112	
384	216873	191112	176682	
385	216873	176682	187527	
386	216873	187527	169553	
387	216873	169553	176796	
388	216873	176796	198284	
389	216873	198284	198635	
390	216873	198635	169811	
391	216873	169811	176970	
392	216873	176970	177004	
393	216873	177004	176861	
394	216873	176861	166003	
395	216873	166003	166077	
396	216873	166077	198424	
397	216873	198424	191185	
398	216873	191185	173336	
399	216873	173336	187732	
400	216873	187732	198617	
401	216873	198617	173492	
402	216873	173492	187842	
403	216873	187842	180551	
404	216873	180551	187795	
405	216873	187795	205754	
406	216873	205754	184173	
407	216873	184173	176950	
408	216873	176950	187850	
409	216873	187850	191476	
410	216873	191476	209440	
411	216873	209440	187679	
412	216873	187679	173301	
413	216873	173301	187627	
414	216873	187627	198743	
415	216873	198743	198685	
416	216873	198685	191468	
417	216873	191468	187754	
418	216925	187754	187718	
419	216925	187718	166216	
420	216925	166216	162541	
421	216925	162541	162480	
422	216925	162480	184174	
423	216925	184174	173371	
424	216925	173371	162476	
425	216925	166092	173358	
426	216925	173358	184139	
427	216925	184139	187818	
428	216925	187818	176808	
429	216925	176808	158901	
430	216925	158901	140729	
431	216925	140729	147842	
432	216925	147842	133394	
433	216925	133394	144084	
434	216925	144084	155060	
435	216925	155060	169663	
436	216925	169663	180676	
437	216925	180676	191307	
438	216925	191307	202258	
439	216925	202258	173357	
440	216925	173357	180543	
441	216925	180543	184304	
442	216925	184304	187923	
443	216925	187923	191371	
444	216925	191371	198680	
445	216925	198680	195150	
446	216925	195150	202334	
447	216925	202334	180576	
448	216925	180576	173334	
449	216925	173334	187670	
450	216925	187670	205845	
451	216925	205845	187913	
452	216925	187913	184224	
453	216925	184224	180661	
454	216925	180661	184201	
455	216925	184201	187898	
456	216925	187898	184254	
457	216925	184254	191323	
458	216925	191323	184120	
459	216925	184120	180467	
460	216925	180467	205753	
461	216925	205753	187738	
462	216925	187738	194895	
463	216925	194895	194900	
464	216925	194900	202049	
465	216925	202049	173429	
466	216925	173429	198760	
467	216925	198760	187759	
468	216925	187759	187857	
469	216925	187857	191548	
470	216925	191548	173399	
471	216925	173399	184301	
472	216925	184301	184102	
473	216925	184102	198568	
474	216925	198568	184093	
475	216925	184093	195027	
476	216925	195027	191458	
477	216925	191458	162608	
478	216925	162608	173387	
479	216925	173387	169836	
480	216925	169836	195139	
481	216925	195139	180715	
482	216925	180715	184212	
483	216925	184212	202423	
484	216925	202423	187828	
485	216925	187828	187918	
486	216925	187918	184038	
487	216925	184038	162402	
488	216925	162402	169565	
489	216925	169565	191463	
490	216925	191463	191311	
491	216925	191311	176986	
492	216925	176986	191412	
493	216925	191412	177059	
494	216925	177059	173351	
495	216925	173351	187747	
496	216925	187747	187856	
497	216925	187856	191320	
498	217075	191320	184249	
499	217075	184249	191317	
500	217075	191317	180543	
501	217075	184161	184105	
502	217075	184105	198456	
503	217075	202074	166002	
504	217075	169620	176954	
505	217075	180572	180590	
506	217075	180590	191341	
507	217075	194960	180649	
508	217075	184268	184192	
509	217075	184192	191571	
510	217075	191571	180637	
511	217075	180637	173356	
512	217075	173356	176838	
513	217075	176838	162651	
514	217075	162651	176919	
515	217075	176919	158851	
516	217075	158851	144405	
517	217075	144405	144469	
518	217075	144469	155465	
519	217075	155465	184438	
520	217075	184438	195203	
521	217075	195203	177135	
522	217075	177135	195329	
523	217075	195329	198773	
524	217075	198773	195128	
525	217075	195128	180790	
526	217075	180790	184322	
527	217075	184322	187913	
528	217075	187913	180747	
529	217075	180747	184358	
530	217075	184358	195231	
531	217075	195231	195145	
532	217075	195145	202427	
533	217075	202427	188052	
534	217274	188052	166230	
535	217274	169852	191746	
536	217274	195368	195284	
537	217274	195284	169974	
538	217274	169974	195209	
539	217274	195209	177147	
540	217274	177147	155340	
541	217274	155340	162557	
542	217274	166179	162585	
543	217274	166208	162564	
544	217274	166186	158990	
545	217274	158990	173345	
546	217274	173345	173344	
547	217274	173344	166213	
548	217274	166213	169826	
549	217274	173449	180748	
550	217274	184371	195039	
551	217274	195039	184351	
552	217274	187973	173527	
553	217274	173527	155418	
554	217274	159040	147967	
555	217274	151589	173276	
556	217274	176898	173447	
557	217274	177069	191529	
558	217274	191529	202440	
559	217274	202440	195274	
560	217274	195274	202345	
561	217274	205967	180899	
562	217274	180899	166367	
563	217274	166367	166290	
564	217274	166290	166148	
565	217274	169770	169880	
566	217274	169880	169893	
567	217274	169893	180738	
568	217274	180738	166345	
569	217274	166345	162690	
570	217274	162690	151652	
571	217274	151652	176853	
572	217274	176853	166325	
573	217274	166325	177194	
574	217274	177194	177101	
575	217274	180723	191669	
576	217274	191669	177127	
577	217274	177127	177083	
578	217274	177083	180705	
579	217274	180705	169968	
580	217274	169968	159019	
581	217274	159019	151791	
582	217274	151791	148064	
583	217274	148064	158991	
584	217274	158991	151844	
585	217274	151844	140826	
586	217274	140826	151533	
587	217274	151533	133552	
588	217274	133552	144433	
589	217274	144433	162770	
590	217274	162770	162835	
591	217274	162835	169796	
592	217274	169796	173403	
593	217274	173403	180618	
594	217274	180618	198605	
595	217274	198605	198565	
596	217274	198565	191444	
597	217274	191444	191734	
598	217274	191734	202778	
599	217274	202778	198989	
600	217274	198989	188074	
601	217274	188074	195339	
602	217274	195339	195506	
603	217628	195506	184535	
604	217628	184535	180819	
605	217628	180819	191607	
606	217628	191607	198985	
607	217628	198985	191563	
608	217628	191563	191755	
609	217628	191755	166306	
610	217628	166306	170065	
611	217628	170065	188129	
612	217628	188129	191815	
613	217628	191815	166188	
614	217628	166188	173451	
615	217628	173451	162523	
616	217628	162523	184018	
617	217628	184018	184295	
618	217628	184295	177010	
619	217628	177010	184082	
620	217628	184082	158913	
621	217628	158913	162521	
622	217628	162521	166216	
623	217628	166216	191566	
624	217628	191566	180807	
625	217628	180807	177103	
626	217628	177103	166372	
627	217628	166372	159184	
628	217628	159184	191766	
629	217628	191766	191798	
630	217628	191798	184643	
631	217628	184643	210129	
632	217628	210129	202911	
633	217628	202911	191965	
634	217628	191965	199235	
635	217628	199235	181251	
636	217628	181251	181280	
637	217628	181280	199314	
638	217628	199314	199361	
639	217628	199361	195778	
640	217628	195778	199390	
641	217628	199390	199371	
642	217628	199371	188570	
643	217628	188570	195605	
644	217628	195605	188382	
645	217628	188382	166540	
646	217628	166540	184722	
647	217628	184722	195557	
648	217628	195557	202901	
649	217628	202901	181245	
650	217628	181245	181198	
651	217628	181198	202957	
652	217628	202957	188476	
653	217628	188476	203099	
654	217628	203099	174021	
655	217628	174021	177673	
656	217628	177673	184748	
657	217628	184748	192147	
658	217628	192147	199441	
659	217628	199441	184920	
660	217628	184920	195773	
661	217628	195773	195594	
662	217628	195594	188335	
663	217628	188335	206621	
664	217628	206621	192179	
665	217628	192179	184908	
666	217628	184908	188356	
667	217628	188356	188384	
668	217628	188384	184666	
669	217628	184666	181096	
670	217628	181096	181178	
671	217628	181178	195683	
672	217628	195683	192153	
673	217628	192153	184920	
674	217628	184920	199348	
675	217628	199348	195700	
676	217628	195700	192077	
677	217628	192077	188485	
678	217628	188485	202845	
679	217628	202845	181306	
680	217628	181306	195749	
681	217628	195749	188452	
682	217628	188452	174014	
683	217628	174014	188473	
684	217628	188473	199289	
685	217628	199289	181256	
686	217628	181256	184858	
687	217628	184858	181215	
688	217628	181215	202818	
689	217628	202818	177445	
690	217628	177445	181262	
691	217628	181262	177634	
692	217628	177634	184901	
693	217628	184901	202904	
694	217628	202904	199374	
695	217628	199374	184864	
696	217628	184864	184926	
697	217628	184926	170232	
698	217628	170232	188334	
699	217628	188334	202902	
700	217628	202902	195702	
701	217628	195702	184763	
702	217628	184763	188376	
703	217628	188376	184862	
704	217628	184862	195695	
705	217628	195695	166709	
706	217628	166709	181194	
707	217628	181194	184658	
708	217628	184658	173904	
709	217628	173904	184710	
710	217628	184710	177473	
711	217628	177473	195637	
712	217628	195637	174062	
713	217628	174062	184910	
714	217628	184910	184819	
715	217628	184819	199119	
716	217628	199119	184819	
717	217628	184819	173937	
718	217628	173937	191978	
719	217628	191978	184821	
720	217628	184821	181125	
721	217628	181125	195658	
722	217628	195658	199340	
723	217628	199340	195651	
724	217628	195651	173853	
725	217628	173853	195400	
726	217628	195400	199449	
727	217628	199449	191911	
728	217628	191911	191947	
729	217628	191947	184777	
730	217628	184777	188463	
731	217628	188463	184783	
732	217628	184783	195707	
733	217628	195707	184922	
734	217628	184922	202996	
735	217628	202996	195746	
736	217628	195746	192056	
737	217628	192056	195716	
738	217628	195716	181279	
739	217628	181279	181299	
740	217628	181299	188442	
741	217628	188442	191978	
742	217628	191978	184858	
743	217628	184858	195570	
744	217628	195570	195664	
745	217628	195664	202915	
746	217628	202915	206691	
747	217628	206691	192137	
748	217628	192137	202964	
749	217628	202964	188510	
750	217628	188510	184886	
751	217628	184886	181082	
752	217628	181082	188378	
753	217628	188378	181237	
754	217628	181237	177675	
755	217628	177675	181233	
756	217628	181233	188482	
757	217628	188482	202975	
758	217628	202975	188554	
759	217628	188554	184871	
760	217628	184871	184795	
761	217628	184795	192140	
762	217628	192140	188382	
763	217628	188382	206364	
764	217628	206364	202947	
765	217628	202947	188529	
766	217628	188529	203035	
767	217628	203035	184759	
768	217628	184759	191824	
769	217628	191824	181143	
770	217628	181143	177586	
771	217628	177586	195514	
772	217628	195514	192075	
773	217628	192075	192016	
774	217628	192016	188534	
775	217628	188534	184895	
776	217628	184895	181198	
777	217628	181198	170331	
778	217628	170331	191944	
779	217628	191944	188304	
780	217628	188304	191984	
781	217628	191984	199258	
782	217628	199258	195680	
783	217628	195680	199301	
784	217628	199301	177551	
785	217628	177551	173995	
786	217628	173995	195674	
787	217628	195674	191881	
788	217628	191881	195767	
789	217628	195767	188361	
790	217628	188361	173963	
791	217628	173963	192092	
792	217628	192092	177423	
793	217628	177423	188197	
794	217628	188197	188381	
795	217628	188381	184848	
796	217628	184848	206647	
797	217628	206647	181156	
798	217628	181156	199291	
799	217628	199291	184698	
800	217628	184698	191895	
801	217628	191895	188360	
802	217628	188360	188449	
803	217628	188449	170336	
804	217628	170336	173870	
805	217628	173870	181162	
806	217628	181162	195702	
807	217628	195702	188372	
808	217628	188372	188387	
809	217628	188387	202869	
810	217628	202869	195518	
811	217628	195518	181075	
812	217628	181075	195626	
813	217628	195626	181234	
814	217628	181234	195818	
815	217628	195818	203089	
816	217628	203089	195726	
817	217628	195726	184702	
818	217628	184702	181144	
819	217628	181144	181096	
820	217628	181096	195666	
821	217628	195666	199187	
822	217628	199187	199409	
823	217628	199409	199342	
824	217628	199342	202805	
825	217628	202805	195550	
826	217628	195550	199329	
827	217628	199329	181279	
828	217628	181279	192140	
829	217628	192140	184834	
830	217628	184834	195617	
831	217628	195617	195680	
832	217628	195680	181077	
833	217628	181077	192080	
834	217628	192080	188446	
835	217628	188446	174016	
836	217628	174016	170290	
837	217628	170290	184780	
838	217628	184780	202928	
839	217628	202928	184892	
840	217628	184892	152268	
841	217628	152268	166701	
842	217628	166701	170222	
843	217628	170222	181182	
844	217628	181182	195685	
845	217628	195685	199375	
846	217628	199375	206487	
847	217628	206487	184798	
848	217628	184798	192014	
849	217628	192014	192092	
850	217628	192092	199425	
851	217628	199425	199380	
852	217628	199380	199180	
853	217628	199180	199103	
854	217628	199103	188446	
855	217628	188446	195604	
856	217628	195604	184804	
857	217628	184804	199288	
858	217628	199288	181123	
859	217628	181123	184810	
860	217628	184810	184822	
861	217628	184822	195733	
862	217628	195733	192041	
863	217628	192041	192093	
864	217628	192093	188514	
865	217628	188514	188573	
866	217628	188573	163016	
867	217628	163016	184916	
868	217628	184916	181267	
869	217628	181267	181204	
870	217628	181204	181259	
871	217628	181259	170380	
872	217628	170380	188396	
873	217628	188396	173891	
874	217628	173891	177417	
875	217628	177417	181281	
876	217628	181281	184807	
877	217628	184807	188459	
878	217628	188459	170302	
879	217628	170302	162932	
880	217628	162932	188319	
881	217628	188319	191968	
882	217628	191968	170313	
883	217628	170313	191955	
884	217628	191955	195716	
885	217628	195716	195662	
886	217628	195662	206522	
887	217628	206522	203019	
888	217628	203019	192020	
889	217628	192020	181249	
890	217628	181249	199411	
891	217628	199411	195792	
892	217628	195792	188461	
893	217628	188461	192068	
894	217628	192068	206539	
895	217628	206539	195748	
896	217628	195748	177464	
897	217628	177464	188224	
898	217628	188224	202850	
899	217628	202850	192104	
900	217628	192104	195698	
901	217628	195698	173841	
902	217628	173841	184847	
903	217628	184847	170390	
904	217628	170390	192138	
905	217628	192138	202968	
906	217628	202968	184848	
907	217628	184848	210059	
908	217628	210059	184828	
909	217628	184828	181088	
910	217628	181088	181275	
911	217628	181275	192020	
912	217628	192020	184780	
913	217628	184780	177569	
914	217628	177569	173830	
915	217628	173830	202882	
916	217628	202882	199341	
917	217628	199341	174007	
918	217628	174007	177540	
919	217628	177540	199426	
920	217628	199426	206620	
921	217628	206620	195751	
922	217628	195751	206633	
923	217628	206633	199413	
924	217628	199413	170395	
925	217628	170395	199328	
926	217628	199328	174097	
927	217628	174097	188571	
928	217628	188571	195630	
929	217628	195630	195569	
930	217628	195569	181266	
931	217628	181266	184949	
932	217628	184949	184849	
933	217628	184849	188398	
934	217628	188398	181303	
935	217628	181303	195641	
936	217628	195641	184708	
937	217628	184708	177615	
938	217628	177615	177543	
939	217628	177543	177634	
940	217628	177634	163077	
941	217628	163077	170205	
942	217628	170205	184900	
943	217628	184900	199310	
944	217628	199310	188461	
945	217628	188461	192067	
946	217628	192067	195534	
947	217628	195534	199212	
948	217628	199212	181123	
949	217628	181123	184829	
950	217628	184829	173937	
951	217628	173937	188400	
952	217628	188400	177394	
953	217628	177394	181171	
954	217628	181171	188467	
955	217628	188467	199321	
956	217628	199321	195729	
957	217628	195729	188555	
958	217628	188555	195701	
959	217628	195701	184715	
960	217628	184715	170350	
961	217628	170350	173978	
962	217628	173978	177658	
963	217628	177658	188483	
964	217628	188483	181157	
965	217628	181157	192080	
966	217628	192080	181272	
967	217628	181272	195748	
968	217628	195748	192017	
969	217628	192017	195662	
970	217628	195662	192107	
971	217628	192107	192029	
972	217628	192029	188502	
973	217628	188502	173905	
974	217628	173905	177552	
975	217628	177552	195829	
976	217628	195829	195753	
977	217628	195753	195782	
978	217628	195782	192222	
979	217628	192222	192165	
980	217628	192165	199307	
981	217628	199307	195664	
982	217628	195664	192041	
983	217628	192041	184981	
984	217628	184981	188608	
985	217628	188608	188471	
986	217628	188471	192101	
987	217628	192101	188497	
988	217628	188497	177472	
989	217628	177472	177501	
990	217628	177501	181137	
991	217628	181137	166742	
992	217628	166742	159468	
993	217628	159468	184881	
994	217628	184881	177567	
995	217628	177567	181151	
996	217628	181151	166640	
997	217628	166640	181150	
998	217628	181150	191958	
999	217628	191958	191957	
1000	217628	191957	199349	
1001	217628	199349	184787	
1002	217628	184787	184849	
1003	217628	184849	177596	
1004	217628	177596	184941	
1005	217628	184941	188366	
1006	217628	188366	184844	
1007	217628	184844	181250	
1008	217628	181250	181214	
1009	217628	181214	188493	
1010	217628	188493	177652	
1011	217628	177652	170379	
1012	217628	170379	184939	
1013	217628	184939	184843	
1014	217628	184843	173962	
1015	217628	173962	184829	
1016	217628	184829	192070	
1017	217628	192070	181245	
1018	217628	181245	181170	
1019	217628	181170	184666	
1020	217628	184666	184817	
1021	217628	184817	202990	
1022	217628	202990	199387	
1023	217628	199387	195803	
1024	217628	195803	192061	
1025	217628	192061	188499	
1026	217628	188499	195686	
1027	217628	195686	184838	
1028	217628	184838	166830	
1029	217628	166830	184791	
1030	217628	184791	184831	
1031	217628	184831	174071	
1032	217628	174071	181248	
1033	217628	181248	192015	
1034	217628	192015	206582	
1035	217628	206582	202982	
1036	217628	202982	188440	
1037	217628	188440	192092	
1038	217628	192092	192165	
1039	217628	192165	195710	
1040	217628	195710	184696	
1041	217628	184696	199490	
1042	217628	199490	203117	
1043	217628	203117	184813	
1044	217628	184813	159371	
1045	217628	159371	184868	
1046	217628	184868	170059	
1047	217628	170059	162883	
1048	217628	162883	188256	
1049	217628	188256	202828	
1050	217628	202828	184781	
1051	217628	184781	188359	
1052	217628	188359	191935	
1053	217628	191935	199071	
1054	217628	199071	181353	
1055	217628	181353	184907	
1056	217628	184907	188469	
1057	217628	188469	159531	
1058	217628	159531	177582	
1059	217628	177582	188393	
1060	217628	188393	202985	
1061	217628	202985	181242	
1062	217628	181242	192051	
1063	217628	192051	177612	
1064	217628	177612	195791	
1065	217628	195791	199261	
1066	217628	199261	195654	
1067	217628	195654	188452	
1068	217628	188452	188320	
1069	217628	188320	188329	
1070	217628	188329	188498	
1071	217628	188498	188399	
1072	217628	188399	177623	
1073	217628	177623	184782	
1074	217628	184782	181144	
1075	217628	181144	199271	
1076	217628	199271	192159	
1077	217628	192159	177590	
1078	217628	177590	188451	
1079	217628	188451	188609	
1080	217628	188609	177457	
1081	217628	177457	173761	
1082	217628	173761	184854	
1083	217628	184854	192045	
1084	217628	192045	192161	
1085	217628	192161	188349	
1086	217628	188349	199217	
1087	217628	199217	192078	
1088	217628	192078	184782	
1089	217628	184782	184646	
1090	217628	184646	192195	
1091	217628	192195	206570	
1092	217628	206570	192098	
1093	217628	192098	192192	
1094	217628	192192	188312	
1095	217628	188312	184790	
1096	217628	184790	199318	
1097	217628	199318	181178	
1098	217628	181178	192136	
1099	217628	192136	195737	
1100	217628	195737	188352	
1101	217628	188352	181174	
1102	217628	181174	188499	
1103	217628	188499	181254	
1104	217628	181254	184666	
1105	217628	184666	177526	
1106	217628	177526	199418	
1107	217628	199418	199386	
1108	217628	199386	195621	
1109	217628	195621	195636	
1110	217628	195636	188366	
1111	217628	188366	188499	
1112	217628	188499	195677	
1113	217628	195677	202817	
1114	217628	202817	188486	
1115	217628	188486	199194	
1116	217628	199194	192151	
1117	217628	192151	181177	
1118	217628	181177	192119	
1119	217628	192119	192160	
1120	217628	192160	188521	
1121	217628	188521	188452	
1122	217628	188452	188414	
1123	217628	188414	195625	
1124	217628	195625	195723	
1125	217628	195723	195736	
1126	217628	195736	192050	
1127	217628	192050	184791	
1128	217628	184791	181276	
1129	217628	181276	210297	
1130	217628	210297	184980	
1131	217628	184980	181231	
1132	217628	181231	177531	
1133	217628	177531	184849	
1134	217628	184849	192026	
1135	217628	192026	173889	
1136	217628	173889	173881	
1137	217628	173881	206556	
1138	217628	206556	191809	
