jeu_100_75_2.txt_5_bestGAPerIt	jeu_100_75_2.txt_5_popMeanGA	jeu_100_75_2.txt_5_offMeanGA	
305	35317	28194.2	29375	
306	35317	29375	27043.7	
307	35317	27043.7	29960.7	
308	35317	29960.7	29410.3	
309	35317	29410.3	27035.5	
310	35317	27035.5	30569.7	
311	35317	30569.7	30593.1	
312	35317	30593.1	32336.3	
313	35317	32336.3	25880.3	
314	35317	25880.3	29966.8	
315	35317	29966.8	27607.9	
316	35317	27607.9	26421.5	
317	35317	26421.5	25289.4	
318	35317	25289.4	25834.3	
319	35317	25834.3	27613.6	
320	35317	27613.6	31731.1	
321	35317	31731.1	28818.3	
322	35317	28818.3	29979.1	
323	35317	29979.1	29363.1	
324	35317	29363.1	29380.6	
325	35317	29380.6	29939.6	
326	35317	29939.6	28205.7	
327	35317	28205.7	31145.3	
328	35317	31145.3	29326.4	
329	35317	29326.4	28208.6	
330	35317	28208.6	27649.5	
331	35317	27649.5	29976.6	
332	35317	29976.6	29397.4	
333	35317	29397.4	29939.9	
334	35317	29939.9	28806.4	
335	35317	28806.4	28818.6	
336	35317	28818.6	28228.4	
337	35317	28228.4	26442.8	
338	35317	26442.8	27006.4	
339	35317	27006.4	27562.1	
340	35317	27562.1	32339.6	
341	35317	32339.6	27602.7	
342	35317	27602.7	29369.6	
343	35317	29369.6	28141.1	
344	35317	28141.1	28769.3	
345	35317	28769.3	29980.5	
346	35317	29980.5	30560	
347	35317	30560	28122.3	
348	35317	28122.3	29904.4	
349	35317	29904.4	29940.9	
350	35317	29940.9	27060.4	
351	35317	27060.4	24677.2	
352	35317	24677.2	28777.8	
353	35317	28777.8	27621.7	
354	35317	27621.7	28792.3	
355	35317	28792.3	26472	
356	35317	26472	26461.7	
357	35317	26461.7	28240.1	
358	35317	28240.1	28216.1	
359	35317	28216.1	28233.8	
360	35317	28233.8	29398.4	
361	35317	29398.4	28836.2	
362	35317	28836.2	26479.6	
363	35317	26479.6	27635	
364	35317	27635	25853.1	
365	35317	25853.1	27639	
366	35317	27639	29359	
367	35317	29359	28801.2	
368	35317	28801.2	26481.9	
369	35317	26481.9	29989.5	
370	35317	29989.5	31732.4	
371	35317	31732.4	31145.5	
372	35317	31145.5	30542	
373	35317	30542	29989.5	
374	35317	29989.5	24667.1	
375	35317	24667.1	27019.3	
376	35317	27019.3	29985.6	
377	35317	29985.6	31689.9	
378	35317	31689.9	30559.1	
379	35317	30559.1	26481.9	
380	35317	26481.9	27610.4	
381	35317	27610.4	30567.5	
382	35317	30567.5	29426.1	
383	35317	29426.1	28814.7	
384	35317	28814.7	26446.6	
385	35317	26446.6	29979.1	
386	35317	29979.1	30589.4	
387	35317	30589.4	28207.1	
388	35317	28207.1	30512.4	
389	35317	30512.4	29937.5	
390	35317	29937.5	31193.3	
391	35317	31193.3	27070.2	
392	35317	27070.2	27635.6	
393	35317	27635.6	29966.6	
394	35317	29966.6	27003.9	
395	35317	27003.9	30526.2	
396	35317	30526.2	32262.6	
397	35317	32262.6	29390.1	
398	35317	29390.1	28813.9	
399	35317	28813.9	29380.4	
400	35317	29380.4	26463.2	
401	35317	26463.2	28805.1	
402	35317	28805.1	27624.2	
403	35317	27624.2	26420.7	
404	35317	26420.7	29951.9	
405	35317	29951.9	31169.5	
406	35317	31169.5	32351.3	
407	35317	32351.3	28214.1	
408	35317	28214.1	29353.7	
409	35317	29353.7	31728.4	
410	35317	31728.4	31742.2	
411	35317	31742.2	31140.6	
412	35317	31140.6	28811.5	
413	35317	28811.5	31728.8	
414	35317	31728.8	27629.4	
415	35317	27629.4	29407.8	
416	35317	29407.8	27622	
417	35317	27622	28791.7	
418	35317	28791.7	28144.4	
419	35317	28144.4	29906.7	
420	35317	29906.7	30513	
421	35317	30513	27634.1	
422	35317	27634.1	29945.4	
423	35317	29945.4	30590.4	
424	35317	30590.4	31748.5	
425	35317	31748.5	30577.8	
426	35317	30577.8	30561.1	
427	35317	30561.1	28188.1	
428	35317	28188.1	28238.4	
429	35317	28238.4	28192.2	
430	35317	28192.2	30533.7	
431	35317	30533.7	32868.6	
432	35317	32868.6	31784.1	
433	35317	31784.1	28221.8	
434	35317	28221.8	26460.9	
435	35317	26460.9	27659.3	
436	35317	27659.3	28804.6	
437	35317	28804.6	29356.1	
438	35317	29356.1	27014.1	
439	35317	27014.1	24689.5	
440	35317	24689.5	30015.7	
441	35317	30015.7	29985.3	
442	35317	29985.3	29353.2	
443	35317	29353.2	28155.1	
444	35317	28155.1	28197.4	
445	35317	28197.4	29411.4	
446	35317	29411.4	27029.9	
447	35317	27029.9	29942.9	
448	35317	29942.9	30567.5	
449	35317	30567.5	31132.5	
450	35317	31132.5	30565.3	
451	35317	30565.3	28184.6	
452	35317	28184.6	27017.3	
453	35317	27017.3	25261.9	
454	35317	25261.9	27598.4	
455	35317	27598.4	29390.8	
456	35317	29390.8	30575.3	
457	35317	30575.3	31746.3	
458	35317	31746.3	31193.9	
459	35317	31193.9	25267.9	
460	35317	25267.9	25247.2	
461	35317	25247.2	26992.5	
462	35317	26992.5	27017.1	
463	35317	27017.1	29337.9	
464	35317	29337.9	31155.4	
465	35317	31155.4	28829.9	
466	35317	28829.9	27651.2	
467	35317	27651.2	29370.5	
468	35317	29370.5	27619.9	
469	35317	27619.9	30566	
470	35317	30566	32892.5	
471	35317	32892.5	30599.8	
472	35317	30599.8	28200.7	
473	35317	28200.7	29410.2	
474	35317	29410.2	27624	
475	35317	27624	29372.9	
476	35317	29372.9	26407.6	
477	35317	26407.6	28717.7	
478	35317	28717.7	32311.1	
479	35317	32311.1	29990	
480	35317	29990	30585.6	
481	35317	30585.6	30594.5	
482	35317	30594.5	26471.5	
483	35317	26471.5	30591.9	
484	35317	30591.9	28801.5	
485	35317	28801.5	27631.6	
486	35317	27631.6	28778.9	
487	35317	28778.9	28201.5	
488	35317	28201.5	28196.9	
489	35317	28196.9	28780.6	
490	35317	28780.6	28151.7	
491	35317	28151.7	24123.2	
492	35317	24123.2	27046.7	
493	35317	27046.7	28816.5	
494	35317	28816.5	29984.9	
495	35317	29984.9	30565.6	
496	35317	30565.6	27013.6	
497	35317	27013.6	29897.7	
498	35317	29897.7	25776	
499	35317	25776	28808.8	
500	35317	28808.8	26481.5	
501	35317	26481.5	24116.4	
502	35317	24116.4	25862.6	
503	35317	25862.6	29963.1	
504	35317	29963.1	28814.9	
505	35317	28814.9	28809.1	
506	35317	28809.1	30015	
507	35317	30015	27637.7	
508	35317	27637.7	28234.8	
509	35317	28234.8	29387.6	
510	35317	29387.6	31771.7	
511	35317	31771.7	28836.8	
512	35317	28836.8	30584	
513	35317	30584	31130.5	
514	35317	31130.5	30590.6	
515	35317	30590.6	30588.4	
516	35317	30588.4	29968.3	
517	35317	29968.3	26412.7	
518	35317	26412.7	28761.4	
519	35317	28761.4	26942.5	
520	35317	26942.5	27558.6	
521	35317	27558.6	30519.9	
522	35317	30519.9	29967.5	
523	35317	29967.5	29937.6	
524	35317	29937.6	28801.6	
525	35317	28801.6	28205.6	
526	35317	28205.6	22916.7	
527	35317	22916.7	27051.9	
528	35317	27051.9	30548.8	
529	35317	30548.8	27044.6	
530	35317	27044.6	30514.5	
531	35317	30514.5	30548.8	
532	35317	30548.8	28771	
533	35317	28771	28811.3	
534	35317	28811.3	24652.9	
535	35317	24652.9	28229.4	
536	35317	28229.4	28173.5	
537	35317	28173.5	30014.8	
538	35317	30014.8	27641.7	
539	35317	27641.7	28819.2	
540	35317	28819.2	27652	
541	35317	27652	29981.4	
542	35317	29981.4	28214.4	
543	35317	28214.4	30518.9	
544	35317	30518.9	30546.8	
545	35317	30546.8	29970.3	
546	35317	29970.3	31750.4	
547	35317	31750.4	27009	
548	35317	27009	29970.7	
549	35317	29970.7	26990.2	
550	35317	26990.2	28198.2	
551	35317	28198.2	28829.5	
552	35317	28829.5	30002.9	
553	35317	30002.9	29382.6	
554	35317	29382.6	29391.1	
555	35317	29391.1	32351.3	
556	35317	32351.3	27635.5	
557	35317	27635.5	28804.6	
558	35317	28804.6	30597.1	
559	35317	30597.1	30004	
560	35317	30004	28796.4	
561	35317	28796.4	28238	
562	35317	28238	27032.1	
563	35317	27032.1	28791.6	
564	35317	28791.6	28814.4	
565	35317	28814.4	31136.7	
566	35317	31136.7	28793.7	
567	35317	28793.7	30556.1	
568	35317	30556.1	27571.1	
569	35317	27571.1	28216.4	
570	35317	28216.4	29959	
571	35317	29959	27651.9	
572	35317	27651.9	30014.8	
573	35317	30014.8	31773.3	
574	35317	31773.3	28235	
575	35615	28235	29983.7	
576	35615	30578	30001.7	
577	35615	30595.8	27051.7	
578	35615	27051.7	30579.2	
579	35615	30579.2	25276.4	
580	35615	25276.4	25856.6	
581	35615	25856.6	27621.1	
582	35615	27621.1	25783.5	
583	35615	25783.5	29302.6	
584	35615	29302.6	24564.7	
585	35850	24564.7	23947.9	
586	35850	24546	28640.1	
587	35850	28640.1	27461.8	
588	35850	28060.2	26369.2	
589	35850	26369.2	25199.3	
590	35850	25199.3	22272.1	
591	35850	22272.1	26950.1	
592	35850	27548.2	27055.1	
593	35850	27055.1	26981.9	
594	35850	26981.9	27655	
595	35850	27655	27043.4	
596	35850	27043.4	27106.6	
597	35850	27106.6	25938.7	
598	35850	26537	26596.1	
599	35850	26596.1	27830.3	
600	35850	27830.3	27287.7	
601	35850	27287.7	28422.9	
602	35850	28422.9	29063.6	
603	35850	29063.6	28501	
604	35850	28501	24968.4	
605	35850	24968.4	28528.4	
606	35850	28528.4	31516.3	
607	35850	31516.3	29735.8	
608	35850	29735.8	32191.3	
609	35850	32191.3	31615.5	
610	35850	31615.5	32233.5	
611	35850	32233.5	30439	
612	35850	30439	29860.1	
613	35850	29860.1	31619.8	
614	35850	31619.8	31613.4	
615	35850	31613.4	28640.9	
616	35850	28640.9	25685.2	
617	35850	25685.2	29273.4	
618	36217	29273.4	31036.3	
619	36217	31036.3	30440.7	
620	36217	30440.7	29862	
621	36217	29861.9	29810.1	
622	36217	29810.1	30434.3	
623	36217	30434.3	29261.4	
624	36217	29261.4	28110.9	
625	36217	28110.9	29828.5	
626	36217	29828.5	29913.9	
627	36217	29913.9	24568.9	
628	36217	24568.9	28144.5	
629	36217	28144.5	29376.1	
630	36217	29376.1	27592	
631	36217	27592	29430.2	
632	36217	29430.2	27649.6	
633	36217	27649.6	29438.5	
634	36217	29438.5	24693.2	
635	36217	24693.2	30099.5	
636	36217	30099.5	28938.5	
637	36217	28938.5	27156.8	
638	36217	27156.8	30160.9	
639	36217	30160.9	30764.4	
640	36217	30764.4	28959.6	
641	36217	28959.6	28951.8	
642	36217	28951.8	30771.5	
643	36217	30771.5	29571.1	
644	36217	29571.1	31376.6	
645	36217	31376.6	31941	
646	36217	31941	28921.9	
647	36217	28921.9	27122.6	
648	36217	27122.6	28918.9	
649	36217	28918.9	28883.3	
650	36217	28883.3	28313.3	
651	36217	28313.3	30711.7	
652	36217	30711.7	28304.7	
653	36217	28304.7	31350	
654	36217	31350	33174.4	
655	36217	33174.4	25942.4	
656	36217	25942.4	30168.7	
657	36217	30168.7	30775.4	
658	36217	30775.4	27739.9	
659	36217	27739.9	27695.9	
660	36217	27695.9	27714.3	
661	36217	27714.3	27708.3	
662	36217	27708.3	27747.4	
663	36217	27747.4	27727.7	
664	36217	27727.7	27721.4	
665	36217	27721.4	30120.3	
666	36217	30120.3	30137.9	
667	36217	30137.9	30759.9	
668	36217	30759.9	31921	
669	36217	31921	31373.9	
670	36217	31373.9	28344.9	
671	36217	28344.9	28314.6	
672	36217	28314.6	30159.2	
673	36217	30159.2	27691.3	
674	36217	27691.3	30721.8	
675	36217	30721.8	32574.6	
676	36217	32574.6	31942.6	
677	36217	31942.6	30754.1	
678	36217	30754.1	33719.5	
679	36217	33719.5	33150.9	
680	36217	33150.9	30106.3	
681	36217	30106.3	31300.6	
682	36217	31300.6	29492.9	
683	36217	29492.9	30729.1	
684	36217	30729.1	30158.8	
685	36217	30158.8	29526	
686	36217	29526	28938.3	
687	36217	28938.3	30768.5	
688	36217	30768.5	28929	
689	36217	28929	28911.9	
690	36217	28911.9	27103.1	
691	36217	27103.1	30072.1	
692	36217	30072.1	30143.3	
693	36217	30143.3	34350.2	
694	36217	34350.2	29565	
695	36217	29565	28950.3	
696	36217	28950.3	28341.5	
697	36217	28341.5	25298.7	
698	36217	25298.7	29490	
699	36217	29490	31336.6	
700	36217	31336.6	31974.6	
701	36217	31974.6	30698.6	
702	36217	30698.6	30753.3	
703	36217	30753.3	28916.7	
704	36217	28916.7	29508.2	
705	36217	29508.2	28307.3	
706	36217	28307.3	30718.7	
707	36217	30718.7	28951.6	
708	36217	28951.6	28334.9	
709	36217	28334.9	28919.4	
710	36217	28919.4	33732.5	
711	36217	33732.5	34326.7	
712	36217	34326.7	28325.3	
713	36217	28325.3	26508.8	
714	36217	26508.8	28908.1	
715	36217	28908.1	28916.2	
716	36217	28916.2	30128	
717	36217	30128	27702.7	
718	36217	27702.7	30169.8	
719	36217	30169.8	29556	
720	36217	29556	27709.9	
721	36217	27709.9	30100.7	
722	36217	30100.7	31320.9	
723	36217	31320.9	31341.2	
724	36217	31341.2	33165.6	
725	36217	33165.6	32554	
726	36217	32554	28336.6	
727	36217	28336.6	26519.9	
728	36217	26519.9	28338.6	
729	36217	28338.6	30697	
730	36217	30697	29500.6	
731	36217	29500.6	28321.6	
732	36217	28321.6	27732.1	
733	36217	27732.1	27675.5	
734	36217	27675.5	26494.9	
735	36217	26494.9	28922.2	
736	36262	28922.2	30104.6	
737	36262	30104.6	29500.5	
738	36262	29500.5	30178.5	
739	36262	30178.5	28331	
740	36262	28331	27731.6	
741	36262	27731.6	29491.5	
742	36262	29491.5	28903.4	
743	36262	28903.4	29519	
744	36262	29519	30726.6	
745	36262	30726.6	31905.6	
746	36262	31905.6	31352.4	
747	36262	31352.4	26505.2	
748	36262	26505.2	28348.9	
749	36262	28348.9	31359.2	
750	36262	31359.2	28941.3	
751	36262	29546.3	30763.7	
752	36262	30763.7	30125.9	
753	36262	30125.9	26479.8	
754	36262	26479.8	27685.6	
755	36262	28290.6	27669.8	
756	36262	28274.8	28870.1	
757	36262	28870.1	29502.2	
758	36262	30107.4	31909.5	
759	36262	31909.5	30680.4	
760	36262	30680.4	29463.2	
761	36262	30068.2	27683.2	
762	36262	27683.2	27706.8	
763	36262	28311.8	31353.2	
764	36262	31958.1	31352.1	
765	36262	31957.1	30080.3	
766	36262	30080.3	27689	
767	36262	28294	28317.5	
768	36262	28317.5	28329.4	
769	36262	28329.4	28298.5	
770	36262	28298.5	27120	
771	36262	27120	24097.7	
772	36262	24702.8	27088.4	
773	36262	27694	30127.8	
774	36262	30732.8	31324.6	
775	36262	31324.6	28240	
776	36262	28240	28817.2	
777	36262	28817.2	28943.5	
778	36262	28943.5	27721.2	
779	36262	27721.2	28277.7	
780	36262	28882.8	27685.6	
781	36262	27685.6	29467.8	
782	36262	29467.8	29494.2	
783	36262	29494.2	29556.1	
784	36262	29556.1	27125	
785	36262	27125	27730.8	
786	36262	27730.8	31367.8	
787	36262	31367.8	30096.4	
788	36262	30096.4	31297.5	
789	36262	31297.5	28330.2	
790	36262	28330.2	27641.9	
791	36262	27641.9	28265	
792	36262	28265	33055.8	
793	36262	33055.8	31326	
794	36262	31326	27692.4	
795	36262	27692.4	24664.3	
796	36262	24664.3	30077.2	
797	36262	30077.2	27009.7	
798	36262	27009.7	28215.6	
799	36262	28215.6	25826.8	
800	36262	25826.8	27012.4	
801	36262	27012.4	30085.9	
802	36262	30085.9	30688.6	
803	36262	30688.6	27124	
804	36262	27124	28280.5	
805	36262	28885.7	30717.8	
806	36262	31322.9	31912.6	
807	36262	31912.6	30745.2	
808	36262	30745.2	28323.8	
809	36262	28323.8	28312.3	
810	36262	28312.3	30099.6	
811	36262	30099.6	27620.4	
812	36262	27620.4	26366.7	
813	36262	26366.7	25729.9	
814	36262	25729.9	28198.5	
815	36262	28198.5	24555.9	
816	36262	24555.9	26340.6	
817	36262	26340.6	30067.3	
818	36262	30067.3	28840.9	
819	36262	28840.9	28867.6	
820	36262	28867.6	31353.1	
821	36262	31353.1	29582	
822	36262	29582	32007.5	
823	36262	32007.5	28971.5	
824	36262	28971.5	26568.7	
825	36262	26568.7	29582.8	
826	36262	29582.8	30196.6	
827	36262	30196.6	31987.1	
828	36262	31987.1	28924.6	
829	36262	28924.6	34914.3	
830	36262	34914.3	30181.9	
831	36262	30181.9	28911.6	
832	36262	28911.6	30761.6	
833	36262	30761.6	30138.7	
834	36262	30138.7	27766.8	
835	36262	27766.8	28372	
836	36262	28372	27723.1	
837	36262	27723.1	27750.8	
838	36262	27750.8	29554.8	
839	36262	29554.8	27122.7	
840	36262	27122.7	30765.1	
841	36262	30765.1	32543.9	
842	36262	32543.9	30180.2	
843	36262	30180.2	30169.2	
844	36262	30169.2	33162.6	
845	36262	33162.6	30772.1	
846	36262	30772.1	27181.6	
847	36262	27181.6	27793.3	
848	36262	27793.3	27183.7	
849	36262	27183.7	30778.1	
850	36262	30778.1	28941.5	
851	36262	28941.5	30775	
852	36262	30775	27179	
853	36262	27179	27157.6	
854	36262	27157.6	26585.1	
855	36262	26585.1	25354.1	
856	36262	25354.1	29585.2	
857	36262	29585.2	30178.3	
858	36262	30178.3	30806.5	
859	36262	30806.5	32019.1	
860	36262	32019.1	32013.2	
861	36262	32013.2	30784.5	
862	36262	30784.5	31381.9	
863	36262	31381.9	30199.1	
864	36262	30199.1	28958.8	
865	36262	28958.8	30179.6	
866	36262	30179.6	31344.3	
867	36262	31344.3	30758.1	
868	36262	30758.1	27754.1	
869	36262	27754.1	28966.5	
870	36262	28966.5	28388.7	
871	36262	28388.7	31987.1	
872	36262	31987.1	28353.1	
873	36262	28353.1	30760.1	
874	36262	30760.1	27765.7	
875	36262	27765.7	30203.9	
