jeu_100_25_4.txt_5_popMeanGA	jeu_100_25_4.txt_5_offMeanGA	jeu_100_25_4.txt_5_	jeu_100_25_4.txt_5_bestGAPerIt	jeu_100_25_4.txt_5_popMeanGA	jeu_100_25_4.txt_5_offMeanGA	
0	-69.44	-200.607	-171.707	
1	-40.44	-171.707	-155.157	
2	-40.44	-155.157	-143.34	
3	-40.44	-138.923	-127.873	
4	-26.44	-127.873	-122.14	
5	-20.44	-122.14	-6.28267	
6	6660	-6.28267	334.215	
7	9419	334.215	25.7173	
8	9419	187.475	-110.707	
9	9419	50.684	38.884	
10	9419	199.708	-100.657	
11	9419	60.9507	44.2173	
12	9419	205.591	209.225	
13	9419	209.225	180.875	
14	9419	340.482	890.628	
15	9419	890.628	1673.14	
16	9419	1833.1	2235.37	
17	9419	2395.96	3223.32	
18	9419	3383.66	3281.21	
19	9419	3281.21	3206.19	
20	9419	3206.19	2737.75	
21	9672	2737.75	3129.34	
22	9672	3292.48	3230.47	
23	9672	3393.89	4147.84	
24	9672	4311.35	4786.51	
25	9672	4949.82	4633.3	
26	9672	4796.44	4279.85	
27	9672	4279.85	4807.65	
28	9672	4970.77	5512.25	
29	9672	5675.09	5042.62	
30	9672	5042.62	4742.24	
31	9672	4904.98	4988.36	
32	9672	4988.36	5139.77	
33	10028	5139.77	4769.62	
34	10357	4769.62	5673.37	
35	10425	5673.37	5272.31	
36	10425	5447.45	6447.71	
37	10425	6622.94	6051.88	
38	10425	6226.83	6915.21	
39	10425	6915.21	5887.87	
40	10425	5887.87	5895.65	
41	10425	5895.65	6889.88	
42	10544	6889.88	6327.08	
43	10544	6504.18	5922.36	
44	10992	5922.36	5961.62	
45	10992	6146.11	6034.41	
46	10992	6219.06	7491.86	
47	11216	7491.86	7730.55	
48	11216	7918.4	8424.36	
49	11216	8424.36	8295.66	
50	11458	8295.66	8624.95	
51	11458	8816.71	8110.22	
52	11458	8301.9	7826.03	
53	11952	7826.03	8070.83	
54	12211	8070.83	8328.66	
55	12211	8532.96	7628.34	
56	12211	7833.17	8446.12	
57	12211	8446.12	9636.85	
58	12211	9841.06	8592.47	
59	12211	8796.68	7295.91	
60	12634	7295.91	7883.31	
61	12634	8094.58	7960.41	
62	12634	7960.41	7443.32	
63	12634	7654.75	6472.44	
64	12634	6472.44	8920.41	
65	12636	8920.41	7415.68	
66	12775	7415.68	7581.69	
67	12775	7581.69	8335.2	
68	12775	8548.83	9413.25	
69	12775	9626.96	9728.46	
70	12802	9728.46	9332.68	
71	13017	9332.68	9650.12	
72	13156	9650.12	10819.5	
73	13427	10819.5	9644.23	
74	13427	9868.84	10318.5	
75	13640	10318.5	10631.2	
76	13640	10859	10050.6	
77	13640	10050.6	10546.6	
78	13925	10546.6	10407.1	
79	13985	10407.1	9164.63	
80	13985	9164.63	9172.42	
81	13985	9406.16	8371.24	
82	14095	8371.24	10352.2	
83	14095	10587.8	10151.8	
84	14095	10387.2	11083.7	
85	14095	11319.1	11193.9	
86	14095	11429.5	9422.55	
87	14139	9422.55	8990.59	
88	14139	9227.01	10191.7	
89	14139	10191.7	10906.4	
90	14304	10906.4	11898.9	
91	14304	11898.9	11521.5	
92	14349	11521.5	11809.8	
93	14349	12049.5	11439.8	
94	14349	11439.8	11687.5	
95	14510	11687.5	11284	
96	14510	11284	11561.5	
97	14510	11561.5	10690.4	
98	14716	10690.4	11448.5	
99	14716	11448.5	11956.2	
100	14879	11956.2	11054.7	
101	14879	11054.7	10616.5	
102	14944	10616.5	13539.5	
103	14944	13539.5	12136.8	
104	14944	12136.8	13406.8	
105	14944	13406.8	13261.5	
106	15150	13261.5	12563.3	
107	15150	12563.3	13349.2	
108	15150	13349.2	12954.4	
109	15212	12954.4	11998.1	
110	15212	12252.2	13037.9	
111	15212	13037.9	13565.4	
112	15216	13565.4	13570	
113	15216	13570	13104.4	
114	15216	13104.4	12867	
115	15216	12867	12632.1	
116	15216	12632.1	12652.2	
117	15216	12652.2	12391.5	
118	15216	12391.5	12407.4	
119	15232	12407.4	12160.9	
120	15247	12160.9	11400.2	
121	15247	11400.2	12656	
122	15247	12656	11648.6	
123	15253	11648.6	12426.3	
124	15367	12426.3	13431.6	
125	15367	13431.6	12674	
126	15367	12674	12683	
127	15398	12683	13737.2	
128	15398	13737.2	13235.4	
129	15437	13235.4	12990.7	
130	15437	12990.7	12776	
131	15437	12776	13018.3	
132	15437	13018.3	12546.1	
133	15437	12546.1	11788.1	
134	15437	11788.1	11797.5	
135	15437	11797.5	12823.9	
136	15437	12823.9	12825.3	
137	15587	12825.3	13098.1	
138	15587	13098.1	13113.5	
139	15587	13113.5	14131.6	
140	15587	14131.6	12841.7	
141	15587	12841.7	13354.4	
142	15587	13354.4	13365.7	
143	15587	13365.7	13114.8	
144	15694	13114.8	12867.4	
145	15694	12867.4	12881.7	
146	15694	12881.7	12406.1	
147	15694	12406.1	11392.5	
148	15694	11392.5	12172.7	
149	15694	12172.7	11936.6	
150	15694	11936.6	13528	
151	15694	13528	13023.6	
152	15694	13023.6	13297.2	
153	15694	13297.2	13570.2	
154	15694	13570.2	13836.1	
155	15694	13836.1	14107	
156	15694	14107	13830.2	
157	15694	13830.2	13577.3	
158	15694	13577.3	13063	
159	15694	13063	13284.6	
160	15694	13284.6	13289.9	
161	15694	13289.9	12016.9	
162	15694	12016.9	11763.5	
163	15694	11763.5	13064.5	
164	15694	13064.5	13827.5	
165	15694	13827.5	13840.5	
166	15694	13840.5	11759.4	
167	15694	11759.4	12267.4	
168	15694	12267.4	14090.1	
169	15694	14090.1	13044.3	
170	15694	13044.3	14370.9	
171	15694	14370.9	13044.1	
172	15694	13044.1	12011.9	
173	15694	12011.9	12798.7	
174	15851	12798.7	12284.2	
175	15851	12549.2	13589.4	
176	15851	13589.4	14118.1	
177	15851	14118.1	13330	
178	15851	13330	12033	
179	15851	12033	12543.9	
180	15851	12543.9	13863.5	
181	15851	13863.5	13351.1	
182	15851	13351.1	12863.9	
183	15851	12863.9	13924	
184	15851	13924	13942.2	
185	15851	13942.2	13684.4	
186	15851	13684.4	13970.5	
187	15851	13970.5	13200.1	
188	15851	13200.1	13714.2	
189	15851	13714.2	13162.1	
190	15851	13162.1	13447.3	
191	15851	13447.3	13409.1	
192	15851	13409.1	13436.8	
193	15851	13436.8	12122.6	
194	15851	12122.6	12137.8	
195	15851	12137.8	12661.1	
196	15851	12661.1	12917.1	
197	15851	12917.1	13712.7	
198	15851	13712.7	13434.6	
199	15851	13434.6	12922.8	
200	15851	12922.8	13724.1	
201	15851	13724.1	13988.6	
202	15851	13988.6	12932.5	
203	15851	12932.5	13721.7	
204	15851	13721.7	13459.5	
205	15851	13459.5	12934.2	
206	15851	12934.2	12410.5	
207	15851	12410.5	13460.3	
208	15851	13460.3	14744.2	
209	15851	14744.2	12916.5	
210	15851	12916.5	13193	
211	15851	13193	11872.4	
212	15851	11872.4	11875.1	
213	15851	11875.1	13719.5	
214	15851	13719.5	13707.9	
215	15851	13707.9	14759.8	
216	15851	14759.8	13949.2	
217	15851	13949.2	13707.6	
218	15851	13707.6	11074	
219	15851	11074	12404.8	
220	15851	12404.8	13967.5	
221	15851	13967.5	15270.1	
222	15874	15270.1	14767.6	
223	15874	15032.8	13178.4	
224	15874	13178.4	13970.8	
225	15874	13970.8	14240.5	
226	15874	14240.5	13449.4	
227	15874	13449.4	13466.2	
228	15874	13466.2	14002.4	
229	15874	14002.4	13199.2	
230	15874	13199.2	13744	
231	16060	13744	13212.9	
232	16060	13212.9	13211.6	
233	16060	13211.6	13773.1	
234	16060	13773.1	14878.1	
235	16130	14878.1	14396.5	
236	16130	14396.5	14435.6	
237	16130	14435.6	14442.5	
238	16130	14442.5	13379.5	
239	16130	13379.5	14201.8	
240	16130	14201.8	13149.6	
241	16130	13149.6	13118.2	
242	16130	13118.2	13643.1	
243	16130	13643.1	15015.9	
244	16130	15015.9	14492.8	
245	16130	14492.8	13950.6	
246	16130	13950.6	12617	
247	16130	12617	13389.7	
248	16130	13389.7	13936.5	
249	16130	13936.5	14483.4	
250	16130	14483.4	12616.6	
251	16130	12616.6	13428	
252	16158	13428	12616.2	
253	16158	12886.7	13951.8	
254	16158	13951.8	11002.9	
255	16165	11002.9	13420.6	
256	16165	13690.5	13972.6	
257	16165	13972.6	13707.6	
258	16165	13707.6	13984.9	
259	16165	13984.9	13701.2	
260	16165	13701.2	12641.3	
261	16165	12641.3	14252.2	
262	16165	14252.2	13178.1	
263	16165	13178.1	13715.8	
264	16165	13715.8	14251.4	
265	16165	14251.4	13723.8	
266	16165	13723.8	14260.1	
267	16165	14260.1	13450.2	
268	16165	13450.2	14532	
269	16165	14532	14510.3	
