jeu_200_75_5.txt_3_currentACO	jeu_200_75_5.txt_3_bestACO	
0	178057	178057	
1	174571	178057	
2	179681	179681	
3	174250	179681	
4	176491	179681	
5	179681	179681	
6	177986	179681	
7	179681	179681	
8	179681	179681	
9	179681	179681	
10	179681	179681	
11	177131	179681	
12	179681	179681	
13	179681	179681	
14	179681	179681	
15	179681	179681	
16	179681	179681	
17	179681	179681	
18	179681	179681	
19	179681	179681	
20	179681	179681	
21	179681	179681	
22	179681	179681	
23	179681	179681	
24	179681	179681	
25	179681	179681	
26	179681	179681	
27	179681	179681	
28	179681	179681	
29	179681	179681	
30	179681	179681	
31	179681	179681	
32	179681	179681	
33	179681	179681	
34	179681	179681	
35	179681	179681	
36	179681	179681	
37	179681	179681	
38	179681	179681	
39	179681	179681	
40	179681	179681	
41	179681	179681	
42	179681	179681	
43	179681	179681	
44	179681	179681	
45	179681	179681	
46	179681	179681	
47	179681	179681	
48	179681	179681	
49	179681	179681	
50	179681	179681	
51	179681	179681	
52	179681	179681	
53	179681	179681	
54	179681	179681	
55	179681	179681	
56	179681	179681	
57	179681	179681	
58	179681	179681	
59	179681	179681	
60	179681	179681	
61	179681	179681	
62	179681	179681	
63	179681	179681	
64	179681	179681	
65	179681	179681	
66	179681	179681	
67	179681	179681	
68	179681	179681	
69	179681	179681	
70	179681	179681	
71	179681	179681	
72	179681	179681	
73	179681	179681	
74	179681	179681	
75	179681	179681	
76	179681	179681	
77	179681	179681	
78	179681	179681	
79	179681	179681	
80	179681	179681	
81	179681	179681	
82	179681	179681	
83	179681	179681	
84	179681	179681	
85	179681	179681	
86	179681	179681	
87	179681	179681	
88	179681	179681	
89	179681	179681	
90	179681	179681	
91	179681	179681	
92	179681	179681	
93	179681	179681	
94	179681	179681	
95	179681	179681	
96	179681	179681	
97	179681	179681	
98	179681	179681	
99	179681	179681	
100	179681	179681	
101	179681	179681	
102	179681	179681	
103	179681	179681	
104	179681	179681	
105	179681	179681	
106	179681	179681	
107	179681	179681	
108	179681	179681	
109	179681	179681	
110	179681	179681	
111	179681	179681	
112	179681	179681	
113	179681	179681	
114	179681	179681	
115	179681	179681	
116	179681	179681	
117	179681	179681	
118	179681	179681	
119	179681	179681	
120	179681	179681	
121	179681	179681	
122	179681	179681	
123	179681	179681	
124	179681	179681	
125	179681	179681	
126	179681	179681	
127	179681	179681	
128	179681	179681	
129	179681	179681	
130	179681	179681	
131	179681	179681	
132	179681	179681	
133	179681	179681	
134	179681	179681	
135	179681	179681	
136	179681	179681	
137	179681	179681	
138	179681	179681	
139	179681	179681	
140	179681	179681	
141	179681	179681	
142	179681	179681	
143	179681	179681	
144	179681	179681	
145	179681	179681	
146	179681	179681	
147	179681	179681	
148	179681	179681	
149	179681	179681	
150	179681	179681	
151	179681	179681	
152	179681	179681	
153	179681	179681	
154	179681	179681	
155	179681	179681	
156	179681	179681	
157	179681	179681	
158	179681	179681	
159	179681	179681	
160	179681	179681	
161	179681	179681	
162	179681	179681	
163	179681	179681	
164	179681	179681	
165	179681	179681	
166	179681	179681	
167	179681	179681	
168	179681	179681	
169	179681	179681	
170	179681	179681	
171	179681	179681	
172	179681	179681	
173	179681	179681	
174	179681	179681	
175	179681	179681	
176	179681	179681	
177	179681	179681	
178	179681	179681	
179	179681	179681	
180	179681	179681	
181	179681	179681	
182	179681	179681	
183	179681	179681	
184	179681	179681	
185	179681	179681	
186	179681	179681	
187	179681	179681	
188	179681	179681	
189	179681	179681	
190	179681	179681	
191	179681	179681	
192	179681	179681	
193	179681	179681	
194	179681	179681	
195	179681	179681	
196	179681	179681	
197	179681	179681	
198	179681	179681	
199	179681	179681	
200	179681	179681	
201	179681	179681	
202	179681	179681	
203	179681	179681	
204	179681	179681	
205	179681	179681	
206	179681	179681	
207	179681	179681	
208	179681	179681	
209	179681	179681	
210	179681	179681	
211	179681	179681	
212	179681	179681	
213	179681	179681	
214	179681	179681	
215	179681	179681	
216	179681	179681	
217	179681	179681	
218	179681	179681	
219	179681	179681	
220	179681	179681	
221	179681	179681	
222	179681	179681	
223	179681	179681	
224	179681	179681	
225	179681	179681	
226	179681	179681	
227	179681	179681	
228	179681	179681	
229	179681	179681	
230	179681	179681	
231	179681	179681	
232	179681	179681	
233	179681	179681	
234	179681	179681	
235	179681	179681	
236	179681	179681	
237	179681	179681	
238	179681	179681	
239	179681	179681	
240	179681	179681	
241	179681	179681	
242	179681	179681	
243	179681	179681	
244	179681	179681	
245	179681	179681	
246	179681	179681	
247	179681	179681	
248	179681	179681	
249	179681	179681	
250	179681	179681	
251	179681	179681	
252	179681	179681	
253	179681	179681	
254	179681	179681	
255	179681	179681	
256	179681	179681	
257	179681	179681	
258	179681	179681	
259	179681	179681	
260	179681	179681	
261	179681	179681	
262	179681	179681	
263	179681	179681	
264	179681	179681	
265	179681	179681	
266	179681	179681	
267	179681	179681	
268	179681	179681	
269	179681	179681	
270	179681	179681	
271	179681	179681	
272	179681	179681	
273	179681	179681	
274	179681	179681	
275	179681	179681	
276	179681	179681	
277	179681	179681	
278	179681	179681	
279	179681	179681	
280	179681	179681	
281	179681	179681	
282	179681	179681	
283	179681	179681	
284	179681	179681	
285	179681	179681	
286	179681	179681	
287	179681	179681	
288	179681	179681	
289	179681	179681	
290	179681	179681	
291	179681	179681	
292	179681	179681	
293	179681	179681	
294	179681	179681	
295	179681	179681	
296	179681	179681	
297	179681	179681	
298	179681	179681	
299	179681	179681	
300	179681	179681	
301	179681	179681	
302	179681	179681	
303	179681	179681	
304	179681	179681	
305	179681	179681	
306	179681	179681	
307	179681	179681	
308	179681	179681	
309	179681	179681	
