jeu_100_75_2.txt_5_currentFirst	jeu_100_75_2.txt_5_bestFirst	jeu_100_75_2.txt_5_currentBest	jeu_100_75_2.txt_5_bestBest	
136	-31.2	32035	33097	33097	
137	-22.2	32035	33097	33097	
138	-21.2	32035	33097	33097	
139	19662	32035	33097	33097	
140	19720	32035	33097	33097	
141	19951	32035	33097	33097	
142	20018	32035	33097	33097	
143	20624	32035	33097	33097	
144	21067	32035	33097	33097	
145	21193	32035	33097	33097	
146	21389	32035	33097	33097	
147	22121	32035	33097	33097	
148	22532	32035	33097	33097	
149	23182	32035	33097	33097	
150	23695	32035	33097	33097	
151	23877	32035	33097	33097	
152	23949	32035	33097	33097	
153	24017	32035	33097	33097	
154	24544	32035	33097	33097	
155	25164	32035	33097	33097	
156	25337	32035	33097	33097	
157	25722	32035	33097	33097	
158	25812	32035	33097	33097	
159	26459	32035	33097	33097	
160	27290	32035	33097	33097	
161	27342	32035	33097	33097	
162	27344	32035	33097	33097	
163	28070	32035	33097	33097	
164	28080	32035	33097	33097	
165	28552	32035	33097	33097	
166	28629	32035	33097	33097	
167	28693	32035	33097	33097	
168	29406	32035	33097	33097	
169	-118.2	32035	33097	33097	
170	-115.2	32035	33097	33097	
171	-88.2	32035	33097	33097	
172	-56.2	32035	33097	33097	
173	-48.2	32035	33097	33097	
174	-40.2	32035	33097	33097	
175	-28.2	32035	33097	33097	
176	-9.2	32035	33097	33097	
177	20950	32035	33097	33097	
178	21407	32035	33097	33097	
179	21452	32035	33097	33097	
180	21615	32035	33097	33097	
181	21747	32035	33097	33097	
182	22059	32035	33097	33097	
183	22188	32035	33097	33097	
184	22373	32035	33097	33097	
185	22413	32035	33097	33097	
186	22463	32035	33097	33097	
187	22523	32035	33097	33097	
188	22690	32035	33097	33097	
189	22692	32035	33097	33097	
190	23223	32035	33097	33097	
191	23336	32035	33097	33097	
192	23388	32035	33097	33097	
193	23393	32035	33097	33097	
194	23616	32035	33097	33097	
195	24197	32035	33097	33097	
196	24235	32035	33097	33097	
197	24256	32035	33097	33097	
198	24441	32035	33097	33097	
199	24842	32035	33097	33097	
200	25098	32035	33097	33097	
201	25606	32035	33097	33097	
202	25624	32035	33097	33097	
203	26233	32035	33097	33097	
204	26615	32035	33097	33097	
205	26780	32035	33097	33097	
206	26787	32035	33097	33097	
207	26859	32035	33097	33097	
208	27509	32035	33097	33097	
209	27535	32035	33097	33097	
210	27714	32035	33097	33097	
211	27942	32035	33097	33097	
212	28087	32035	33097	33097	
213	28167	32035	33097	33097	
214	28715	32035	33097	33097	
215	28955	32035	33097	33097	
216	29421	32035	33097	33097	
217	30150	32035	33097	33097	
218	30422	32035	33097	33097	
219	30638	32035	33097	33097	
220	30785	32035	33097	33097	
221	30790	32035	33097	33097	
222	31010	32035	33097	33097	
223	31051	32035	33097	33097	
224	31067	32035	33097	33097	
225	31137	32035	33097	33097	
226	31145	32035	33097	33097	
227	31354	32035	33097	33097	
228	31406	32035	33097	33097	
229	31604	32035	33097	33097	
230	31604	32035	33097	33097	
