jeu_200_25_8.txt_3_currentFirst	jeu_200_25_8.txt_3_bestFirst	jeu_200_25_8.txt_3_currentBest	jeu_200_25_8.txt_3_bestBest	
167	52914	65633	62571	65088	
168	53756	65633	62571	65088	
169	54223	65633	62571	65088	
170	54809	65633	62571	65088	
171	55615	65633	62571	65088	
172	55623	65633	62571	65088	
173	56109	65633	62571	65088	
174	56809	65633	62571	65088	
175	57402	65633	62571	65088	
176	57497	65633	62571	65088	
177	57717	65633	62571	65088	
178	57795	65633	62571	65088	
179	58411	65633	62571	65088	
180	59112	65633	62571	65088	
181	59256	65633	62571	65088	
182	60089	65633	62571	65088	
183	60449	65633	62571	65088	
184	60477	65633	62571	65088	
185	60728	65633	62571	65088	
186	43783	65633	62571	65088	
187	-115.733	65633	62571	65088	
188	-85.7333	65633	62571	65088	
189	-54.7333	65633	62571	65088	
190	-33.7333	65633	62571	65088	
191	-16.7333	65633	62571	65088	
192	43525	65633	62571	65088	
193	43822	65633	62571	65088	
194	43857	65633	62571	65088	
195	44566	65633	62571	65088	
196	45158	65633	62571	65088	
197	45447	65633	62571	65088	
198	45959	65633	62571	65088	
199	46549	65633	62571	65088	
200	46590	65633	62571	65088	
201	47227	65633	62571	65088	
202	47275	65633	62571	65088	
203	47878	65633	62571	65088	
204	48278	65633	62571	65088	
205	48469	65633	62571	65088	
206	48571	65633	62571	65088	
207	49360	65633	62571	65088	
208	49797	65633	62571	65088	
209	50524	65633	62571	65088	
210	50755	65633	62571	65088	
211	51308	65633	62571	65088	
212	51691	65633	62571	65088	
213	52446	65633	62571	65088	
214	53430	65633	62571	65088	
215	54155	65633	62571	65088	
216	54214	65633	62571	65088	
217	54897	65633	62571	65088	
218	55058	65633	62571	65088	
219	55782	65633	62571	65088	
220	56058	65633	62571	65088	
221	57141	65633	62571	65088	
222	57690	65633	62571	65088	
223	57710	65633	62571	65088	
224	58711	65633	62571	65088	
225	43783	65633	62571	65088	
226	-171.733	65633	62571	65088	
227	-161.733	65633	62571	65088	
228	-145.733	65633	62571	65088	
229	-103.733	65633	62571	65088	
230	-62.7333	65633	62571	65088	
231	-60.7333	65633	62571	65088	
232	-28.7333	65633	62571	65088	
233	-16.7333	65633	62571	65088	
234	-0.733333	65633	62571	65088	
235	47140	65633	62571	65088	
236	47335	65633	62571	65088	
237	47577	65633	62571	65088	
238	47863	65633	62571	65088	
239	48268	65633	62571	65088	
240	48271	65633	62571	65088	
241	48531	65633	62571	65088	
242	48594	65633	62571	65088	
243	48800	65633	62571	65088	
244	49644	65633	62571	65088	
245	49777	65633	62571	65088	
246	50169	65633	62571	65088	
247	50341	65633	62571	65088	
248	50870	65633	62571	65088	
249	51707	65633	62571	65088	
250	51710	65633	62571	65088	
251	51736	65633	62571	65088	
252	51950	65633	62571	65088	
253	51974	65633	62571	65088	
254	52342	65633	62571	65088	
255	52352	65633	62571	65088	
256	52613	65633	62571	65088	
257	53097	65633	62571	65088	
258	53398	65633	62571	65088	
259	53441	65633	62571	65088	
260	53537	65633	62571	65088	
261	53931	65633	62571	65088	
262	54689	65633	62571	65088	
263	55530	65633	62571	65088	
264	56277	65633	62571	65088	
265	56340	65633	62571	65088	
266	56823	65633	62571	65088	
267	57002	65633	62571	65088	
268	57002	65633	62571	65088	
