jeu_200_25_8.txt_5_currentFirst	jeu_200_25_8.txt_5_bestFirst	jeu_200_25_8.txt_5_currentBest	jeu_200_25_8.txt_5_bestBest	
161	33603	43911	47322	47322	
162	33745	43911	47322	47322	
163	34029	43911	47322	47322	
164	34220	43911	47322	47322	
165	34248	43911	47322	47322	
166	34300	43911	47322	47322	
167	34340	43911	47322	47322	
168	34851	43911	47322	47322	
169	35329	43911	47322	47322	
170	35662	43911	47322	47322	
171	36079	43911	47322	47322	
172	36170	43911	47322	47322	
173	36459	43911	47322	47322	
174	36918	43911	47322	47322	
175	36993	43911	47322	47322	
176	37400	43911	47322	47322	
177	37617	43911	47322	47322	
178	37649	43911	47322	47322	
179	38006	43911	47322	47322	
180	38324	43911	47322	47322	
181	38454	43911	47322	47322	
182	38687	43911	47322	47322	
183	38900	43911	47322	47322	
184	39197	43911	47322	47322	
185	39240	43911	47322	47322	
186	39299	43911	47322	47322	
187	39301	43911	47322	47322	
188	39355	43911	47322	47322	
189	39502	43911	47322	47322	
190	40169	43911	47322	47322	
191	40387	43911	47322	47322	
192	40559	43911	47322	47322	
193	40584	43911	47322	47322	
194	40964	43911	47322	47322	
195	-194.84	43911	47322	47322	
196	-172.84	43911	47322	47322	
197	-135.84	43911	47322	47322	
198	-96.84	43911	47322	47322	
199	-83.84	43911	47322	47322	
200	-73.84	43911	47322	47322	
201	-42.84	43911	47322	47322	
202	-33.84	43911	47322	47322	
203	-21.84	43911	47322	47322	
204	-17.84	43911	47322	47322	
205	-14.84	43911	47322	47322	
206	-10.84	43911	47322	47322	
207	26931	43911	47322	47322	
208	27142	43911	47322	47322	
209	27158	43911	47322	47322	
210	27210	43911	47322	47322	
211	27212	43911	47322	47322	
212	27518	43911	47322	47322	
213	27811	43911	47322	47322	
214	27812	43911	47322	47322	
215	27892	43911	47322	47322	
216	28192	43911	47322	47322	
217	28377	43911	47322	47322	
218	28532	43911	47322	47322	
219	28866	43911	47322	47322	
220	29051	43911	47322	47322	
221	29149	43911	47322	47322	
222	29348	43911	47322	47322	
223	29715	43911	47322	47322	
224	30063	43911	47322	47322	
225	30410	43911	47322	47322	
226	30784	43911	47322	47322	
227	30979	43911	47322	47322	
228	31007	43911	47322	47322	
229	31349	43911	47322	47322	
230	31957	43911	47322	47322	
231	32273	43911	47322	47322	
232	32467	43911	47322	47322	
233	32875	43911	47322	47322	
234	33055	43911	47322	47322	
235	33248	43911	47322	47322	
236	33680	43911	47322	47322	
237	33964	43911	47322	47322	
238	34127	43911	47322	47322	
239	34163	43911	47322	47322	
240	34392	43911	47322	47322	
241	34535	43911	47322	47322	
242	34760	43911	47322	47322	
243	35218	43911	47322	47322	
244	35271	43911	47322	47322	
245	35465	43911	47322	47322	
246	35780	43911	47322	47322	
247	35901	43911	47322	47322	
248	35925	43911	47322	47322	
249	36119	43911	47322	47322	
250	36206	43911	47322	47322	
251	36247	43911	47322	47322	
252	36314	43911	47322	47322	
253	36418	43911	47322	47322	
254	36963	43911	47322	47322	
255	37000	43911	47322	47322	
256	37234	43911	47322	47322	
257	37477	43911	47322	47322	
258	37659	43911	47322	47322	
259	37852	43911	47322	47322	
260	-194.84	43911	47322	47322	
261	-225.84	43911	47322	47322	
262	-219.84	43911	47322	47322	
263	-212.84	43911	47322	47322	
264	-210.84	43911	47322	47322	
265	-183.84	43911	47322	47322	
266	-181.84	43911	47322	47322	
267	-172.84	43911	47322	47322	
268	-144.84	43911	47322	47322	
269	-135.84	43911	47322	47322	
270	-126.84	43911	47322	47322	
271	-111.84	43911	47322	47322	
272	-104.84	43911	47322	47322	
273	-101.84	43911	47322	47322	
274	-95.84	43911	47322	47322	
275	-92.84	43911	47322	47322	
276	-69.84	43911	47322	47322	
277	-48.84	43911	47322	47322	
278	-46.84	43911	47322	47322	
279	-34.84	43911	47322	47322	
280	-32.84	43911	47322	47322	
281	-19.84	43911	47322	47322	
282	31650	43911	47322	47322	
283	31669	43911	47322	47322	
284	31857	43911	47322	47322	
285	31991	43911	47322	47322	
286	32089	43911	47322	47322	
287	32415	43911	47322	47322	
288	32698	43911	47322	47322	
289	33564	43911	47322	47322	
290	33581	43911	47322	47322	
291	33645	43911	47322	47322	
292	33669	43911	47322	47322	
293	33959	43911	47322	47322	
294	34126	43911	47322	47322	
295	34388	43911	47322	47322	
296	34508	43911	47322	47322	
297	34670	43911	47322	47322	
298	34965	43911	47322	47322	
299	35144	43911	47322	47322	
300	35706	43911	47322	47322	
301	35821	43911	47322	47322	
302	36217	43911	47322	47322	
303	36519	43911	47322	47322	
304	36773	43911	47322	47322	
305	36988	43911	47322	47322	
306	37602	43911	47322	47322	
307	37901	43911	47322	47322	
308	38283	43911	47322	47322	
309	38804	43911	47322	47322	
310	39504	43911	47322	47322	
311	39625	43911	47322	47322	
312	39770	43911	47322	47322	
313	40112	43911	47322	47322	
314	40597	43911	47322	47322	
315	40669	43911	47322	47322	
316	41164	43911	47322	47322	
317	41182	43911	47322	47322	
318	41192	43911	47322	47322	
319	41192	43911	47322	47322	
