jeu_200_25_8.txt_5_currentSA	jeu_200_25_8.txt_5_bestSA	jeu_200_25_8.txt_5_currentTS	jeu_200_25_8.txt_5_bestTS	jeu_200_25_8.txt_5_currentGrasp	jeu_200_25_8.txt_5_bestGrasp	jeu_200_25_8.txt_5_currentIG	jeu_200_25_8.txt_5_bestIG	
32910	52895	53500	52167	52711	69096	69747	71650	71650	
32911	52895	53500	52167	52711	69096	69747	71650	71650	
32912	52895	53500	52167	52711	69096	69747	71650	71650	
32913	52895	53500	52167	52711	69096	69747	71650	71650	
32914	52462	53500	52167	52711	69096	69747	71650	71650	
32915	52462	53500	52167	52711	69096	69747	71650	71650	
32916	52462	53500	52167	52711	69096	69747	71650	71650	
32917	52462	53500	52167	52711	69096	69747	71650	71650	
32918	52462	53500	52167	52711	69096	69747	71650	71650	
32919	52462	53500	52167	52711	69096	69747	71650	71650	
32920	52462	53500	52167	52711	69096	69747	71650	71650	
32921	52462	53500	52167	52711	69096	69747	71650	71650	
32922	52462	53500	52167	52711	69096	69747	71650	71650	
32923	52462	53500	52167	52711	69096	69747	71650	71650	
32924	52462	53500	52167	52711	69096	69747	71650	71650	
32925	52462	53500	52167	52711	69096	69747	71650	71650	
32926	52472	53500	52167	52711	69096	69747	71650	71650	
32927	52472	53500	52167	52711	69096	69747	71650	71650	
32928	52472	53500	52167	52711	69096	69747	71650	71650	
32929	52472	53500	52167	52711	69096	69747	71650	71650	
32930	52472	53500	52167	52711	69096	69747	71650	71650	
32931	52472	53500	52167	52711	69096	69747	71650	71650	
32932	52472	53500	52167	52711	69096	69747	71650	71650	
32933	52472	53500	52167	52711	69096	69747	71650	71650	
32934	52472	53500	52167	52711	69096	69747	71650	71650	
32935	52472	53500	52167	52711	69096	69747	71650	71650	
32936	52472	53500	52167	52711	69096	69747	71650	71650	
32937	52472	53500	52167	52711	69096	69747	71650	71650	
32938	52472	53500	52167	52711	69096	69747	71650	71650	
32939	52382	53500	52167	52711	69096	69747	71650	71650	
32940	52382	53500	52167	52711	69096	69747	71650	71650	
32941	52382	53500	52167	52711	69096	69747	71650	71650	
32942	52382	53500	52167	52711	69096	69747	71650	71650	
32943	52382	53500	52167	52711	69096	69747	71650	71650	
32944	52382	53500	52167	52711	69096	69747	71650	71650	
32945	52382	53500	52167	52711	69096	69747	71650	71650	
32946	52382	53500	52167	52711	69096	69747	71650	71650	
32947	52382	53500	52167	52711	69096	69747	71650	71650	
32948	52382	53500	52167	52711	69096	69747	71650	71650	
32949	52382	53500	52167	52711	69096	69747	71650	71650	
32950	52382	53500	52167	52711	69096	69747	71650	71650	
32951	52382	53500	52167	52711	69096	69747	71650	71650	
32952	52382	53500	52167	52711	69096	69747	71650	71650	
32953	52382	53500	52167	52711	69096	69747	71650	71650	
32954	52382	53500	52167	52711	69096	69747	71650	71650	
32955	52382	53500	52167	52711	69096	69747	71650	71650	
32956	52382	53500	52167	52711	69096	69747	71650	71650	
32957	52382	53500	52167	52711	69096	69747	71650	71650	
32958	52382	53500	52167	52711	69096	69747	71650	71650	
32959	52382	53500	52167	52711	69096	69747	71650	71650	
32960	52382	53500	52167	52711	69096	69747	71650	71650	
32961	52382	53500	52167	52711	69096	69747	71650	71650	
32962	52382	53500	52167	52711	69096	69747	71650	71650	
32963	52382	53500	52167	52711	69096	69747	71650	71650	
32964	52382	53500	52167	52711	69096	69747	71650	71650	
32965	52382	53500	52167	52711	69096	69747	71650	71650	
32966	52382	53500	52167	52711	69096	69747	71650	71650	
32967	52382	53500	52167	52711	69096	69747	71650	71650	
32968	52382	53500	52167	52711	69096	69747	71650	71650	
32969	52382	53500	52167	52711	69096	69747	71650	71650	
32970	52382	53500	52167	52711	69096	69747	71650	71650	
32971	52382	53500	52167	52711	69096	69747	71650	71650	
32972	52382	53500	52167	52711	69096	69747	71650	71650	
32973	52382	53500	52167	52711	69096	69747	71650	71650	
32974	52382	53500	52167	52711	69096	69747	71650	71650	
32975	52382	53500	52167	52711	69096	69747	71650	71650	
32976	52382	53500	52167	52711	69096	69747	71650	71650	
32977	52382	53500	52167	52711	69096	69747	71650	71650	
32978	52382	53500	52167	52711	69096	69747	71650	71650	
32979	52382	53500	52167	52711	69096	69747	71650	71650	
32980	52382	53500	52167	52711	69096	69747	71650	71650	
32981	52382	53500	52167	52711	69096	69747	71650	71650	
32982	52382	53500	52167	52711	69096	69747	71650	71650	
32983	52382	53500	52167	52711	69096	69747	71650	71650	
32984	52382	53500	52167	52711	69096	69747	71650	71650	
32985	52382	53500	52167	52711	69096	69747	71650	71650	
32986	52382	53500	52167	52711	69096	69747	71650	71650	
32987	52382	53500	52167	52711	69096	69747	71650	71650	
32988	52382	53500	52167	52711	69096	69747	71650	71650	
32989	52382	53500	52167	52711	69096	69747	71650	71650	
32990	52382	53500	52167	52711	69096	69747	71650	71650	
32991	52382	53500	52167	52711	69096	69747	71650	71650	
32992	52382	53500	52167	52711	69096	69747	71650	71650	
32993	52382	53500	52167	52711	69096	69747	71650	71650	
32994	52382	53500	52167	52711	69096	69747	71650	71650	
32995	52382	53500	52167	52711	69096	69747	71650	71650	
32996	52382	53500	52167	52711	69096	69747	71650	71650	
32997	52382	53500	52167	52711	69096	69747	71650	71650	
32998	52382	53500	52167	52711	69096	69747	71650	71650	
32999	52382	53500	52167	52711	69096	69747	71650	71650	
33000	52382	53500	52167	52711	69096	69747	71650	71650	
33001	52382	53500	52167	52711	69096	69747	71650	71650	
33002	52382	53500	52167	52711	69096	69747	71650	71650	
33003	52343	53500	52167	52711	69096	69747	71650	71650	
33004	52343	53500	52167	52711	69096	69747	71650	71650	
33005	52343	53500	52167	52711	69096	69747	71650	71650	
33006	52343	53500	52167	52711	69096	69747	71650	71650	
33007	52343	53500	52167	52711	69096	69747	71650	71650	
33008	52343	53500	52167	52711	69096	69747	71650	71650	
33009	52349	53500	52167	52711	69096	69747	71650	71650	
33010	52349	53500	52167	52711	69096	69747	71650	71650	
33011	52349	53500	52167	52711	69096	69747	71650	71650	
33012	52349	53500	52167	52711	69096	69747	71650	71650	
33013	52349	53500	52167	52711	69096	69747	71650	71650	
33014	52349	53500	52167	52711	69096	69747	71650	71650	
33015	52349	53500	52167	52711	69096	69747	71650	71650	
33016	52349	53500	52167	52711	69096	69747	71650	71650	
33017	52349	53500	52167	52711	69096	69747	71650	71650	
33018	52349	53500	52167	52711	69096	69747	71650	71650	
33019	52349	53500	52167	52711	69096	69747	71650	71650	
33020	52349	53500	52167	52711	69096	69747	71650	71650	
33021	52349	53500	52167	52711	69096	69747	71650	71650	
33022	52349	53500	52167	52711	69096	69747	71650	71650	
33023	52349	53500	52167	52711	69096	69747	71650	71650	
33024	52349	53500	52167	52711	69096	69747	71650	71650	
33025	52349	53500	52167	52711	69096	69747	71650	71650	
33026	52349	53500	52167	52711	69096	69747	71650	71650	
33027	52349	53500	52167	52711	69096	69747	71650	71650	
33028	52349	53500	52167	52711	69096	69747	71650	71650	
33029	52349	53500	52167	52711	69096	69747	71650	71650	
33030	52349	53500	52167	52711	69096	69747	71650	71650	
33031	52349	53500	52167	52711	69096	69747	71650	71650	
33032	52349	53500	52167	52711	69096	69747	71650	71650	
33033	52349	53500	52167	52711	69096	69747	71650	71650	
33034	52349	53500	52167	52711	69096	69747	71650	71650	
33035	52349	53500	52167	52711	69096	69747	71650	71650	
33036	52349	53500	52167	52711	69096	69747	71650	71650	
33037	52349	53500	52167	52711	69096	69747	71650	71650	
33038	52349	53500	52167	52711	69096	69747	71650	71650	
33039	52349	53500	52167	52711	69096	69747	71650	71650	
33040	52349	53500	52167	52711	69096	69747	71650	71650	
33041	52349	53500	52167	52711	69096	69747	71650	71650	
33042	52349	53500	52167	52711	69096	69747	71650	71650	
33043	52133	53500	52167	52711	69096	69747	71650	71650	
33044	52133	53500	52167	52711	69096	69747	71650	71650	
33045	52133	53500	52167	52711	69096	69747	71650	71650	
33046	52133	53500	52167	52711	69096	69747	71650	71650	
33047	52133	53500	52167	52711	69096	69747	71650	71650	
33048	52133	53500	52167	52711	69096	69747	71650	71650	
33049	52133	53500	52167	52711	69096	69747	71650	71650	
33050	52133	53500	52167	52711	69096	69747	71650	71650	
33051	52133	53500	52167	52711	69096	69747	71650	71650	
33052	52133	53500	52167	52711	69096	69747	71650	71650	
33053	52133	53500	52167	52711	69096	69747	71650	71650	
33054	52133	53500	52167	52711	69096	69747	71650	71650	
33055	52133	53500	52167	52711	69096	69747	71650	71650	
33056	52133	53500	52167	52711	69096	69747	71650	71650	
33057	52133	53500	52167	52711	69096	69747	71650	71650	
33058	52133	53500	52167	52711	69096	69747	71650	71650	
33059	52133	53500	52167	52711	69096	69747	71650	71650	
33060	52133	53500	52167	52711	69096	69747	71650	71650	
33061	52133	53500	52167	52711	69096	69747	71650	71650	
33062	52133	53500	52167	52711	69096	69747	71650	71650	
33063	52133	53500	52167	52711	69096	69747	71650	71650	
33064	52133	53500	52167	52711	69096	69747	71650	71650	
33065	52133	53500	52167	52711	69096	69747	71650	71650	
33066	52133	53500	52167	52711	69096	69747	71650	71650	
33067	52133	53500	52167	52711	69096	69747	71650	71650	
33068	52133	53500	52167	52711	69096	69747	71650	71650	
33069	52133	53500	52167	52711	69096	69747	71650	71650	
33070	52133	53500	52167	52711	69096	69747	71650	71650	
33071	52133	53500	52167	52711	69096	69747	71650	71650	
33072	52133	53500	52167	52711	69096	69747	71650	71650	
33073	52133	53500	52167	52711	69096	69747	71650	71650	
33074	52133	53500	52167	52711	69096	69747	71650	71650	
33075	52133	53500	52167	52711	69096	69747	71650	71650	
33076	52133	53500	52167	52711	69096	69747	71650	71650	
33077	52133	53500	52167	52711	69096	69747	71650	71650	
33078	52133	53500	52167	52711	69096	69747	71650	71650	
33079	52133	53500	52167	52711	69096	69747	71650	71650	
33080	52133	53500	52167	52711	69096	69747	71650	71650	
33081	52133	53500	52167	52711	69096	69747	71650	71650	
33082	52133	53500	52167	52711	69096	69747	71650	71650	
33083	52133	53500	52167	52711	69096	69747	71650	71650	
33084	52133	53500	52167	52711	69096	69747	71650	71650	
33085	52133	53500	52167	52711	69096	69747	71650	71650	
33086	52133	53500	52167	52711	69096	69747	71650	71650	
33087	52133	53500	52167	52711	69096	69747	71650	71650	
33088	52133	53500	52167	52711	69096	69747	71650	71650	
33089	52133	53500	52167	52711	69096	69747	71650	71650	
33090	52133	53500	52167	52711	69096	69747	71650	71650	
33091	52133	53500	52167	52711	69096	69747	71650	71650	
33092	52133	53500	52167	52711	69096	69747	71650	71650	
33093	52133	53500	52167	52711	69096	69747	71650	71650	
33094	52133	53500	52167	52711	69096	69747	71650	71650	
33095	52133	53500	52167	52711	69096	69747	71650	71650	
33096	52133	53500	52167	52711	69096	69747	71650	71650	
33097	52133	53500	52167	52711	69096	69747	71650	71650	
33098	52133	53500	52167	52711	69096	69747	71650	71650	
33099	52133	53500	52167	52711	69096	69747	71650	71650	
33100	52133	53500	52167	52711	69096	69747	71650	71650	
33101	52133	53500	52167	52711	69096	69747	71650	71650	
33102	52133	53500	52167	52711	69096	69747	71650	71650	
33103	52133	53500	52167	52711	69096	69747	71650	71650	
33104	52133	53500	52167	52711	69096	69747	71650	71650	
33105	52133	53500	52167	52711	69096	69747	71650	71650	
33106	52133	53500	52167	52711	69096	69747	71650	71650	
33107	52133	53500	52167	52711	69096	69747	71650	71650	
33108	52133	53500	52167	52711	69096	69747	71650	71650	
33109	52133	53500	52167	52711	69096	69747	71650	71650	
33110	52133	53500	52167	52711	69096	69747	71650	71650	
33111	52133	53500	52167	52711	69096	69747	71650	71650	
33112	52133	53500	52167	52711	69096	69747	71650	71650	
33113	52133	53500	52167	52711	69096	69747	71650	71650	
33114	52133	53500	52167	52711	69096	69747	71650	71650	
33115	52133	53500	52167	52711	69096	69747	71650	71650	
33116	52133	53500	52167	52711	69096	69747	71650	71650	
33117	52133	53500	52167	52711	69096	69747	71650	71650	
33118	52133	53500	52167	52711	69096	69747	71650	71650	
33119	52133	53500	52167	52711	69096	69747	71650	71650	
33120	52133	53500	52167	52711	69096	69747	71650	71650	
33121	52133	53500	52167	52711	69096	69747	71650	71650	
33122	52133	53500	52167	52711	69096	69747	71650	71650	
33123	52133	53500	52167	52711	69096	69747	71650	71650	
33124	52133	53500	52167	52711	69096	69747	71650	71650	
33125	52133	53500	52167	52711	69096	69747	71650	71650	
33126	52133	53500	52167	52711	69096	69747	71650	71650	
33127	52133	53500	52167	52711	69096	69747	71650	71650	
33128	52133	53500	52167	52711	69096	69747	71650	71650	
33129	52133	53500	52167	52711	69096	69747	71650	71650	
33130	52133	53500	52167	52711	69096	69747	71650	71650	
33131	52133	53500	52167	52711	69096	69747	71650	71650	
33132	52133	53500	52167	52711	69096	69747	71650	71650	
33133	52133	53500	52167	52711	69096	69747	71650	71650	
33134	52133	53500	52167	52711	69096	69747	71650	71650	
33135	52133	53500	52167	52711	69096	69747	71650	71650	
33136	52133	53500	52167	52711	69096	69747	71650	71650	
33137	52133	53500	52167	52711	69096	69747	71650	71650	
33138	52133	53500	52167	52711	69096	69747	71650	71650	
33139	52133	53500	52167	52711	69096	69747	71650	71650	
33140	52133	53500	52167	52711	69096	69747	71650	71650	
33141	52133	53500	52167	52711	69096	69747	71650	71650	
33142	52133	53500	52167	52711	69096	69747	71650	71650	
33143	52133	53500	52167	52711	69096	69747	71650	71650	
33144	52133	53500	52167	52711	69096	69747	71650	71650	
33145	52133	53500	52167	52711	69096	69747	71650	71650	
33146	52133	53500	52167	52711	69096	69747	71650	71650	
33147	52133	53500	52167	52711	69096	69747	71650	71650	
33148	52133	53500	52167	52711	69096	69747	71650	71650	
33149	52133	53500	52167	52711	69096	69747	71650	71650	
33150	52133	53500	52167	52711	69096	69747	71650	71650	
33151	52133	53500	52167	52711	69096	69747	71650	71650	
33152	52133	53500	52167	52711	69096	69747	71650	71650	
33153	52133	53500	52167	52711	69096	69747	71650	71650	
33154	52276	53500	52167	52711	69096	69747	71650	71650	
33155	52276	53500	52167	52711	69096	69747	71650	71650	
33156	52276	53500	52167	52711	69096	69747	71650	71650	
33157	52276	53500	52167	52711	69096	69747	71650	71650	
33158	52276	53500	52167	52711	69096	69747	71650	71650	
33159	52276	53500	52167	52711	69096	69747	71650	71650	
33160	52276	53500	52167	52711	69096	69747	71650	71650	
33161	52276	53500	52167	52711	69096	69747	71650	71650	
33162	52276	53500	52167	52711	69096	69747	71650	71650	
33163	52276	53500	52167	52711	69096	69747	71650	71650	
33164	52276	53500	52167	52711	69096	69747	71650	71650	
33165	52276	53500	52167	52711	69096	69747	71650	71650	
33166	52276	53500	52167	52711	69096	69747	71650	71650	
33167	52276	53500	52167	52711	69096	69747	71650	71650	
33168	52276	53500	52167	52711	69096	69747	71650	71650	
33169	52276	53500	52167	52711	69096	69747	71650	71650	
33170	52276	53500	52167	52711	69096	69747	71650	71650	
33171	52276	53500	52167	52711	69096	69747	71650	71650	
33172	52276	53500	52167	52711	69096	69747	71650	71650	
33173	52276	53500	52167	52711	69096	69747	71650	71650	
33174	52276	53500	52167	52711	69096	69747	71650	71650	
33175	52302	53500	52167	52711	69096	69747	71650	71650	
33176	52302	53500	52167	52711	69096	69747	71650	71650	
33177	52302	53500	52167	52711	69096	69747	71650	71650	
33178	52302	53500	52167	52711	69096	69747	71650	71650	
33179	52302	53500	52167	52711	69096	69747	71650	71650	
33180	52302	53500	52167	52711	69096	69747	71650	71650	
33181	52302	53500	52167	52711	69096	69747	71650	71650	
33182	52302	53500	52167	52711	69096	69747	71650	71650	
33183	52302	53500	52167	52711	69096	69747	71650	71650	
33184	52302	53500	52167	52711	69096	69747	71650	71650	
33185	52302	53500	52167	52711	69096	69747	71650	71650	
33186	52302	53500	52167	52711	69096	69747	71650	71650	
33187	52302	53500	52167	52711	69096	69747	71650	71650	
33188	52302	53500	52167	52711	69096	69747	71650	71650	
33189	52302	53500	52167	52711	69096	69747	71650	71650	
33190	52302	53500	52167	52711	69096	69747	71650	71650	
33191	52302	53500	52167	52711	69096	69747	71650	71650	
33192	52302	53500	52167	52711	69096	69747	71650	71650	
33193	52302	53500	52167	52711	69096	69747	71650	71650	
33194	52302	53500	52167	52711	69096	69747	71650	71650	
33195	52302	53500	52167	52711	69096	69747	71650	71650	
33196	52302	53500	52167	52711	69096	69747	71650	71650	
33197	52302	53500	52167	52711	69096	69747	71650	71650	
33198	52302	53500	52167	52711	69096	69747	71650	71650	
33199	52305	53500	52167	52711	69096	69747	71650	71650	
33200	52305	53500	52167	52711	69096	69747	71650	71650	
33201	52305	53500	52167	52711	69096	69747	71650	71650	
33202	52305	53500	52167	52711	69096	69747	71650	71650	
33203	52305	53500	52167	52711	69096	69747	71650	71650	
33204	52305	53500	52167	52711	69096	69747	71650	71650	
33205	52305	53500	52167	52711	69096	69747	71650	71650	
33206	52305	53500	52167	52711	69096	69747	71650	71650	
33207	52305	53500	52167	52711	69096	69747	71650	71650	
33208	52305	53500	52167	52711	69096	69747	71650	71650	
33209	52305	53500	52167	52711	69096	69747	71650	71650	
33210	52305	53500	52167	52711	69096	69747	71650	71650	
33211	52305	53500	52167	52711	69096	69747	71650	71650	
33212	52305	53500	52167	52711	69096	69747	71650	71650	
33213	52305	53500	52167	52711	69096	69747	71650	71650	
33214	52305	53500	52167	52711	69096	69747	71650	71650	
33215	52305	53500	52167	52711	69096	69747	71650	71650	
33216	52305	53500	52167	52711	69096	69747	71650	71650	
33217	52305	53500	52167	52711	69096	69747	71650	71650	
33218	52305	53500	52167	52711	69096	69747	71650	71650	
33219	52305	53500	52167	52711	69096	69747	71650	71650	
33220	52305	53500	52167	52711	69096	69747	71650	71650	
33221	52305	53500	52167	52711	69096	69747	71650	71650	
33222	52305	53500	52167	52711	69096	69747	71650	71650	
33223	52305	53500	52167	52711	69096	69747	71650	71650	
33224	52305	53500	52167	52711	69096	69747	71650	71650	
33225	52305	53500	52167	52711	69096	69747	71650	71650	
33226	52305	53500	52167	52711	69096	69747	71650	71650	
33227	52305	53500	52167	52711	69096	69747	71650	71650	
33228	52521	53500	52167	52711	69096	69747	71650	71650	
33229	52521	53500	52167	52711	69096	69747	71650	71650	
33230	52521	53500	52167	52711	69096	69747	71650	71650	
33231	52521	53500	52167	52711	69096	69747	71650	71650	
33232	52521	53500	52167	52711	69096	69747	71650	71650	
33233	52521	53500	52167	52711	69096	69747	71650	71650	
33234	52521	53500	52167	52711	69096	69747	71650	71650	
33235	52521	53500	52167	52711	69096	69747	71650	71650	
33236	52521	53500	52167	52711	69096	69747	71650	71650	
33237	52521	53500	52167	52711	69096	69747	71650	71650	
33238	52521	53500	52167	52711	69096	69747	71650	71650	
33239	52521	53500	52167	52711	69096	69747	71650	71650	
33240	52521	53500	52167	52711	69096	69747	71650	71650	
33241	52521	53500	52167	52711	69096	69747	71650	71650	
33242	52521	53500	52167	52711	69096	69747	71650	71650	
33243	52521	53500	52167	52711	69096	69747	71650	71650	
33244	52521	53500	52167	52711	69096	69747	71650	71650	
33245	52521	53500	52167	52711	69096	69747	71650	71650	
33246	52521	53500	52167	52711	69096	69747	71650	71650	
33247	52521	53500	52167	52711	69096	69747	71650	71650	
33248	52521	53500	52167	52711	69096	69747	71650	71650	
33249	52521	53500	52167	52711	69096	69747	71650	71650	
33250	52521	53500	52167	52711	69096	69747	71650	71650	
33251	52521	53500	52167	52711	69096	69747	71650	71650	
33252	52521	53500	52167	52711	69096	69747	71650	71650	
33253	52521	53500	52167	52711	69096	69747	71650	71650	
33254	52521	53500	52167	52711	69096	69747	71650	71650	
33255	52521	53500	52167	52711	69096	69747	71650	71650	
33256	52521	53500	52167	52711	69096	69747	71650	71650	
33257	52521	53500	52167	52711	69096	69747	71650	71650	
33258	52521	53500	52167	52711	69096	69747	71650	71650	
33259	52521	53500	52167	52711	69096	69747	71650	71650	
33260	52521	53500	52167	52711	69096	69747	71650	71650	
33261	52521	53500	52167	52711	69096	69747	71650	71650	
33262	52521	53500	52167	52711	69096	69747	71650	71650	
33263	52521	53500	52167	52711	69096	69747	71650	71650	
33264	52521	53500	52167	52711	69096	69747	71650	71650	
33265	52521	53500	52167	52711	69096	69747	71650	71650	
33266	52521	53500	52167	52711	69096	69747	71650	71650	
33267	52521	53500	52167	52711	69096	69747	71650	71650	
33268	52521	53500	52167	52711	69096	69747	71650	71650	
33269	52521	53500	52167	52711	69096	69747	71650	71650	
33270	52521	53500	52167	52711	69096	69747	71650	71650	
33271	52828	53500	52167	52711	69096	69747	71650	71650	
33272	52828	53500	52167	52711	69096	69747	71650	71650	
33273	52828	53500	52167	52711	69096	69747	71650	71650	
33274	52828	53500	52167	52711	69096	69747	71650	71650	
33275	52828	53500	52167	52711	69096	69747	71650	71650	
33276	52828	53500	52167	52711	69096	69747	71650	71650	
33277	52828	53500	52167	52711	69096	69747	71650	71650	
33278	52828	53500	52167	52711	69096	69747	71650	71650	
33279	52828	53500	52167	52711	69096	69747	71650	71650	
33280	52828	53500	52167	52711	69096	69747	71650	71650	
33281	52828	53500	52167	52711	69096	69747	71650	71650	
33282	52828	53500	52167	52711	69096	69747	71650	71650	
33283	52828	53500	52167	52711	69096	69747	71650	71650	
33284	52828	53500	52167	52711	69096	69747	71650	71650	
33285	52828	53500	52167	52711	69096	69747	71650	71650	
33286	52828	53500	52167	52711	69096	69747	71650	71650	
33287	52828	53500	52167	52711	69096	69747	71650	71650	
33288	52828	53500	52167	52711	69096	69747	71650	71650	
33289	52828	53500	52167	52711	69096	69747	71650	71650	
33290	52828	53500	52167	52711	69096	69747	71650	71650	
33291	52828	53500	52167	52711	69096	69747	71650	71650	
33292	52828	53500	52167	52711	69096	69747	71650	71650	
33293	52567	53500	52167	52711	69096	69747	71650	71650	
33294	52567	53500	52167	52711	69096	69747	71650	71650	
33295	52567	53500	52167	52711	69096	69747	71650	71650	
33296	52567	53500	52167	52711	69096	69747	71650	71650	
33297	52567	53500	52167	52711	69096	69747	71650	71650	
33298	52567	53500	52167	52711	69096	69747	71650	71650	
33299	52567	53500	52167	52711	69096	69747	71650	71650	
33300	52567	53500	52167	52711	69096	69747	71650	71650	
33301	52567	53500	52167	52711	69096	69747	71650	71650	
33302	52567	53500	52167	52711	69096	69747	71650	71650	
33303	52567	53500	52167	52711	69096	69747	71650	71650	
33304	52567	53500	52167	52711	69096	69747	71650	71650	
33305	52330	53500	52167	52711	69096	69747	71650	71650	
33306	52330	53500	52167	52711	69096	69747	71650	71650	
33307	52330	53500	52167	52711	69096	69747	71650	71650	
33308	52330	53500	52167	52711	69096	69747	71650	71650	
33309	52330	53500	52167	52711	69096	69747	71650	71650	
33310	52330	53500	52167	52711	69096	69747	71650	71650	
33311	52330	53500	52167	52711	69096	69747	71650	71650	
33312	52330	53500	52167	52711	69096	69747	71650	71650	
33313	52330	53500	52167	52711	69096	69747	71650	71650	
33314	52330	53500	52167	52711	69096	69747	71650	71650	
33315	52330	53500	52167	52711	69096	69747	71650	71650	
33316	52330	53500	52167	52711	69096	69747	71650	71650	
33317	52330	53500	52167	52711	69096	69747	71650	71650	
33318	52330	53500	52167	52711	69096	69747	71650	71650	
33319	52330	53500	52167	52711	69096	69747	71650	71650	
33320	52330	53500	52167	52711	69096	69747	71650	71650	
33321	52330	53500	52167	52711	69096	69747	71650	71650	
33322	52330	53500	52167	52711	69096	69747	71650	71650	
33323	52330	53500	52167	52711	69096	69747	71650	71650	
33324	52330	53500	52167	52711	69096	69747	71650	71650	
33325	52427	53500	52167	52711	69096	69747	71650	71650	
33326	52427	53500	52167	52711	69096	69747	71650	71650	
33327	52427	53500	52167	52711	69096	69747	71650	71650	
33328	52427	53500	52167	52711	69096	69747	71650	71650	
33329	52427	53500	52167	52711	69096	69747	71650	71650	
33330	52427	53500	52167	52711	69096	69747	71650	71650	
33331	52427	53500	52167	52711	69096	69747	71650	71650	
33332	52427	53500	52167	52711	69096	69747	71650	71650	
33333	52427	53500	52167	52711	69096	69747	71650	71650	
33334	52427	53500	52167	52711	69096	69747	71650	71650	
33335	52427	53500	52167	52711	69096	69747	71650	71650	
33336	52427	53500	52167	52711	69096	69747	71650	71650	
33337	52427	53500	52167	52711	69096	69747	71650	71650	
33338	52427	53500	52167	52711	69096	69747	71650	71650	
33339	52427	53500	52167	52711	69096	69747	71650	71650	
33340	52427	53500	52167	52711	69096	69747	71650	71650	
33341	52427	53500	52167	52711	69096	69747	71650	71650	
33342	52427	53500	52167	52711	69096	69747	71650	71650	
33343	52427	53500	52167	52711	69096	69747	71650	71650	
33344	52427	53500	52167	52711	69096	69747	71650	71650	
33345	52427	53500	52167	52711	69096	69747	71650	71650	
33346	52427	53500	52167	52711	69096	69747	71650	71650	
33347	52427	53500	52167	52711	69096	69747	71650	71650	
33348	52427	53500	52167	52711	69096	69747	71650	71650	
33349	52427	53500	52167	52711	69096	69747	71650	71650	
33350	52427	53500	52167	52711	69096	69747	71650	71650	
33351	52427	53500	52167	52711	69096	69747	71650	71650	
33352	52427	53500	52167	52711	69096	69747	71650	71650	
33353	52427	53500	52167	52711	69096	69747	71650	71650	
33354	52427	53500	52167	52711	69096	69747	71650	71650	
33355	52427	53500	52167	52711	69096	69747	71650	71650	
33356	52427	53500	52167	52711	69096	69747	71650	71650	
33357	52427	53500	52167	52711	69096	69747	71650	71650	
33358	52427	53500	52167	52711	69096	69747	71650	71650	
33359	52427	53500	52167	52711	69096	69747	71650	71650	
33360	52427	53500	52167	52711	69096	69747	71650	71650	
33361	52427	53500	52167	52711	69096	69747	71650	71650	
33362	52427	53500	52167	52711	69096	69747	71650	71650	
33363	52427	53500	52167	52711	69096	69747	71650	71650	
33364	52427	53500	52167	52711	69096	69747	71650	71650	
33365	52427	53500	52167	52711	69096	69747	71650	71650	
33366	52427	53500	52167	52711	69096	69747	71650	71650	
33367	52427	53500	52167	52711	69096	69747	71650	71650	
33368	52427	53500	52167	52711	69096	69747	71650	71650	
33369	52427	53500	52167	52711	69096	69747	71650	71650	
33370	52427	53500	52167	52711	69096	69747	71650	71650	
33371	52427	53500	52167	52711	69096	69747	71650	71650	
33372	52427	53500	52167	52711	69096	69747	71650	71650	
33373	52427	53500	52167	52711	69096	69747	71650	71650	
33374	52427	53500	52167	52711	69096	69747	71650	71650	
33375	52427	53500	52167	52711	69096	69747	71650	71650	
33376	52427	53500	52167	52711	69096	69747	71650	71650	
33377	52427	53500	52167	52711	69096	69747	71650	71650	
33378	52427	53500	52167	52711	69096	69747	71650	71650	
33379	52427	53500	52167	52711	69096	69747	71650	71650	
33380	52427	53500	52167	52711	69096	69747	71650	71650	
33381	52427	53500	52167	52711	69096	69747	71650	71650	
33382	52427	53500	52167	52711	69096	69747	71650	71650	
33383	52427	53500	52167	52711	69096	69747	71650	71650	
33384	52427	53500	52167	52711	69096	69747	71650	71650	
33385	52427	53500	52167	52711	69096	69747	71650	71650	
33386	52427	53500	52167	52711	69096	69747	71650	71650	
33387	52427	53500	52167	52711	69096	69747	71650	71650	
33388	52427	53500	52167	52711	69096	69747	71650	71650	
33389	52427	53500	52167	52711	69096	69747	71650	71650	
33390	52427	53500	52167	52711	69096	69747	71650	71650	
33391	52427	53500	52167	52711	69096	69747	71650	71650	
33392	52427	53500	52167	52711	69096	69747	71650	71650	
33393	52427	53500	52167	52711	69096	69747	71650	71650	
33394	52427	53500	52167	52711	69096	69747	71650	71650	
33395	52427	53500	52167	52711	69096	69747	71650	71650	
33396	52427	53500	52167	52711	69096	69747	71650	71650	
33397	52427	53500	52167	52711	69096	69747	71650	71650	
33398	52224	53500	52167	52711	69096	69747	71650	71650	
33399	52224	53500	52167	52711	69096	69747	71650	71650	
33400	52224	53500	52167	52711	69096	69747	71650	71650	
33401	52224	53500	52167	52711	69096	69747	71650	71650	
33402	52224	53500	52167	52711	69096	69747	71650	71650	
33403	52224	53500	52167	52711	69096	69747	71650	71650	
