jeu_200_25_8.txt_5_currentSA	jeu_200_25_8.txt_5_bestSA	jeu_200_25_8.txt_5_currentTS	jeu_200_25_8.txt_5_bestTS	jeu_200_25_8.txt_5_currentGrasp	jeu_200_25_8.txt_5_bestGrasp	jeu_200_25_8.txt_5_currentIG	jeu_200_25_8.txt_5_bestIG	
16961	50812	51260	52167	52711	69096	69747	71650	71650	
16962	50812	51260	52167	52711	69096	69747	71650	71650	
16963	50812	51260	52167	52711	69096	69747	71650	71650	
16964	50812	51260	52167	52711	69096	69747	71650	71650	
16965	50812	51260	52167	52711	69096	69747	71650	71650	
16966	50812	51260	52167	52711	69096	69747	71650	71650	
16967	50812	51260	52167	52711	69096	69747	71650	71650	
16968	50812	51260	52167	52711	69096	69747	71650	71650	
16969	50812	51260	52167	52711	69096	69747	71650	71650	
16970	50812	51260	52167	52711	69096	69747	71650	71650	
16971	50812	51260	52167	52711	69096	69747	71650	71650	
16972	50812	51260	52167	52711	69096	69747	71650	71650	
16973	50812	51260	52167	52711	69096	69747	71650	71650	
16974	50722	51260	52167	52711	69096	69747	71650	71650	
16975	50722	51260	52167	52711	69096	69747	71650	71650	
16976	50560	51260	52167	52711	69096	69747	71650	71650	
16977	50560	51260	52167	52711	69096	69747	71650	71650	
16978	50560	51260	52167	52711	69096	69747	71650	71650	
16979	50560	51260	52167	52711	69096	69747	71650	71650	
16980	50560	51260	52167	52711	69096	69747	71650	71650	
16981	50560	51260	52167	52711	69096	69747	71650	71650	
16982	50560	51260	52167	52711	69096	69747	71650	71650	
16983	50560	51260	52167	52711	69096	69747	71650	71650	
16984	50560	51260	52167	52711	69096	69747	71650	71650	
16985	50560	51260	52167	52711	69096	69747	71650	71650	
16986	50560	51260	52167	52711	69096	69747	71650	71650	
16987	50977	51260	52167	52711	69096	69747	71650	71650	
16988	50977	51260	52167	52711	69096	69747	71650	71650	
16989	50977	51260	52167	52711	69096	69747	71650	71650	
16990	50962	51260	52167	52711	69096	69747	71650	71650	
16991	50962	51260	52167	52711	69096	69747	71650	71650	
16992	50962	51260	52167	52711	69096	69747	71650	71650	
16993	50962	51260	52167	52711	69096	69747	71650	71650	
16994	50962	51260	52167	52711	69096	69747	71650	71650	
16995	50962	51260	52167	52711	69096	69747	71650	71650	
16996	50962	51260	52167	52711	69096	69747	71650	71650	
16997	50962	51260	52167	52711	69096	69747	71650	71650	
16998	51032	51260	52167	52711	69096	69747	71650	71650	
16999	51032	51260	52167	52711	69096	69747	71650	71650	
17000	51032	51260	52167	52711	69096	69747	71650	71650	
17001	51032	51260	52167	52711	69096	69747	71650	71650	
17002	51032	51260	52167	52711	69096	69747	71650	71650	
17003	51032	51260	52167	52711	69096	69747	71650	71650	
17004	51032	51260	52167	52711	69096	69747	71650	71650	
17005	51032	51260	52167	52711	69096	69747	71650	71650	
17006	51032	51260	52167	52711	69096	69747	71650	71650	
17007	51032	51260	52167	52711	69096	69747	71650	71650	
17008	51032	51260	52167	52711	69096	69747	71650	71650	
17009	51032	51260	52167	52711	69096	69747	71650	71650	
17010	51032	51260	52167	52711	69096	69747	71650	71650	
17011	51032	51260	52167	52711	69096	69747	71650	71650	
17012	51032	51260	52167	52711	69096	69747	71650	71650	
17013	51032	51260	52167	52711	69096	69747	71650	71650	
17014	51032	51260	52167	52711	69096	69747	71650	71650	
17015	51032	51260	52167	52711	69096	69747	71650	71650	
17016	51032	51260	52167	52711	69096	69747	71650	71650	
17017	51032	51260	52167	52711	69096	69747	71650	71650	
17018	51032	51260	52167	52711	69096	69747	71650	71650	
17019	51032	51260	52167	52711	69096	69747	71650	71650	
17020	51032	51260	52167	52711	69096	69747	71650	71650	
17021	51032	51260	52167	52711	69096	69747	71650	71650	
17022	51032	51260	52167	52711	69096	69747	71650	71650	
17023	51032	51260	52167	52711	69096	69747	71650	71650	
17024	51032	51260	52167	52711	69096	69747	71650	71650	
17025	51032	51260	52167	52711	69096	69747	71650	71650	
17026	51032	51260	52167	52711	69096	69747	71650	71650	
17027	51032	51260	52167	52711	69096	69747	71650	71650	
17028	51032	51260	52167	52711	69096	69747	71650	71650	
17029	51032	51260	52167	52711	69096	69747	71650	71650	
17030	51032	51260	52167	52711	69096	69747	71650	71650	
17031	51032	51260	52167	52711	69096	69747	71650	71650	
17032	51032	51260	52167	52711	69096	69747	71650	71650	
17033	51032	51260	52167	52711	69096	69747	71650	71650	
17034	50813	51260	52167	52711	69096	69747	71650	71650	
17035	50813	51260	52167	52711	69096	69747	71650	71650	
17036	50813	51260	52167	52711	69096	69747	71650	71650	
17037	50813	51260	52167	52711	69096	69747	71650	71650	
17038	50813	51260	52167	52711	69096	69747	71650	71650	
17039	50823	51260	52167	52711	69096	69747	71650	71650	
17040	50822	51260	52167	52711	69096	69747	71650	71650	
17041	50822	51260	52167	52711	69096	69747	71650	71650	
17042	50822	51260	52167	52711	69096	69747	71650	71650	
17043	50822	51260	52167	52711	69096	69747	71650	71650	
17044	50822	51260	52167	52711	69096	69747	71650	71650	
17045	50822	51260	52167	52711	69096	69747	71650	71650	
17046	50822	51260	52167	52711	69096	69747	71650	71650	
17047	50822	51260	52167	52711	69096	69747	71650	71650	
17048	50822	51260	52167	52711	69096	69747	71650	71650	
17049	50822	51260	52167	52711	69096	69747	71650	71650	
17050	50822	51260	52167	52711	69096	69747	71650	71650	
17051	50822	51260	52167	52711	69096	69747	71650	71650	
17052	50822	51260	52167	52711	69096	69747	71650	71650	
17053	50822	51260	52167	52711	69096	69747	71650	71650	
17054	50822	51260	52167	52711	69096	69747	71650	71650	
17055	50822	51260	52167	52711	69096	69747	71650	71650	
17056	50822	51260	52167	52711	69096	69747	71650	71650	
17057	50822	51260	52167	52711	69096	69747	71650	71650	
17058	50822	51260	52167	52711	69096	69747	71650	71650	
17059	50822	51260	52167	52711	69096	69747	71650	71650	
17060	50822	51260	52167	52711	69096	69747	71650	71650	
17061	50822	51260	52167	52711	69096	69747	71650	71650	
17062	50822	51260	52167	52711	69096	69747	71650	71650	
17063	50822	51260	52167	52711	69096	69747	71650	71650	
17064	50822	51260	52167	52711	69096	69747	71650	71650	
17065	50822	51260	52167	52711	69096	69747	71650	71650	
17066	50822	51260	52167	52711	69096	69747	71650	71650	
17067	50822	51260	52167	52711	69096	69747	71650	71650	
17068	50822	51260	52167	52711	69096	69747	71650	71650	
17069	50822	51260	52167	52711	69096	69747	71650	71650	
17070	50822	51260	52167	52711	69096	69747	71650	71650	
17071	50822	51260	52167	52711	69096	69747	71650	71650	
17072	50761	51260	52167	52711	69096	69747	71650	71650	
17073	50761	51260	52167	52711	69096	69747	71650	71650	
17074	50761	51260	52167	52711	69096	69747	71650	71650	
17075	50761	51260	52167	52711	69096	69747	71650	71650	
17076	50761	51260	52167	52711	69096	69747	71650	71650	
17077	50761	51260	52167	52711	69096	69747	71650	71650	
17078	50761	51260	52167	52711	69096	69747	71650	71650	
17079	50761	51260	52167	52711	69096	69747	71650	71650	
17080	50761	51260	52167	52711	69096	69747	71650	71650	
17081	50761	51260	52167	52711	69096	69747	71650	71650	
17082	50761	51260	52167	52711	69096	69747	71650	71650	
17083	50761	51260	52167	52711	69096	69747	71650	71650	
17084	50761	51260	52167	52711	69096	69747	71650	71650	
17085	50761	51260	52167	52711	69096	69747	71650	71650	
17086	50761	51260	52167	52711	69096	69747	71650	71650	
17087	50799	51260	52167	52711	69096	69747	71650	71650	
17088	50799	51260	52167	52711	69096	69747	71650	71650	
17089	50799	51260	52167	52711	69096	69747	71650	71650	
17090	50799	51260	52167	52711	69096	69747	71650	71650	
17091	50799	51260	52167	52711	69096	69747	71650	71650	
17092	50799	51260	52167	52711	69096	69747	71650	71650	
17093	50799	51260	52167	52711	69096	69747	71650	71650	
17094	50799	51260	52167	52711	69096	69747	71650	71650	
17095	50799	51260	52167	52711	69096	69747	71650	71650	
17096	50799	51260	52167	52711	69096	69747	71650	71650	
17097	50799	51260	52167	52711	69096	69747	71650	71650	
17098	50799	51260	52167	52711	69096	69747	71650	71650	
17099	50799	51260	52167	52711	69096	69747	71650	71650	
17100	50799	51260	52167	52711	69096	69747	71650	71650	
17101	50799	51260	52167	52711	69096	69747	71650	71650	
17102	50799	51260	52167	52711	69096	69747	71650	71650	
17103	50791	51260	52167	52711	69096	69747	71650	71650	
17104	50791	51260	52167	52711	69096	69747	71650	71650	
17105	50845	51260	52167	52711	69096	69747	71650	71650	
17106	50845	51260	52167	52711	69096	69747	71650	71650	
17107	50845	51260	52167	52711	69096	69747	71650	71650	
17108	50845	51260	52167	52711	69096	69747	71650	71650	
17109	50845	51260	52167	52711	69096	69747	71650	71650	
17110	50845	51260	52167	52711	69096	69747	71650	71650	
17111	50845	51260	52167	52711	69096	69747	71650	71650	
17112	50845	51260	52167	52711	69096	69747	71650	71650	
17113	50845	51260	52167	52711	69096	69747	71650	71650	
17114	50845	51260	52167	52711	69096	69747	71650	71650	
17115	50845	51260	52167	52711	69096	69747	71650	71650	
17116	50845	51260	52167	52711	69096	69747	71650	71650	
17117	50845	51260	52167	52711	69096	69747	71650	71650	
17118	50845	51260	52167	52711	69096	69747	71650	71650	
17119	50845	51260	52167	52711	69096	69747	71650	71650	
17120	50845	51260	52167	52711	69096	69747	71650	71650	
17121	50845	51260	52167	52711	69096	69747	71650	71650	
17122	50845	51260	52167	52711	69096	69747	71650	71650	
17123	50845	51260	52167	52711	69096	69747	71650	71650	
17124	51084	51260	52167	52711	69096	69747	71650	71650	
17125	51084	51260	52167	52711	69096	69747	71650	71650	
17126	51084	51260	52167	52711	69096	69747	71650	71650	
17127	51084	51260	52167	52711	69096	69747	71650	71650	
17128	51084	51260	52167	52711	69096	69747	71650	71650	
17129	50945	51260	52167	52711	69096	69747	71650	71650	
17130	50945	51260	52167	52711	69096	69747	71650	71650	
17131	50945	51260	52167	52711	69096	69747	71650	71650	
17132	50945	51260	52167	52711	69096	69747	71650	71650	
17133	50945	51260	52167	52711	69096	69747	71650	71650	
17134	50945	51260	52167	52711	69096	69747	71650	71650	
17135	50945	51260	52167	52711	69096	69747	71650	71650	
17136	50945	51260	52167	52711	69096	69747	71650	71650	
17137	50945	51260	52167	52711	69096	69747	71650	71650	
17138	50945	51260	52167	52711	69096	69747	71650	71650	
17139	50945	51260	52167	52711	69096	69747	71650	71650	
17140	50945	51260	52167	52711	69096	69747	71650	71650	
17141	50945	51260	52167	52711	69096	69747	71650	71650	
17142	50945	51260	52167	52711	69096	69747	71650	71650	
17143	50900	51260	52167	52711	69096	69747	71650	71650	
17144	50900	51260	52167	52711	69096	69747	71650	71650	
17145	50900	51260	52167	52711	69096	69747	71650	71650	
17146	50900	51260	52167	52711	69096	69747	71650	71650	
17147	50900	51260	52167	52711	69096	69747	71650	71650	
17148	50531	51260	52167	52711	69096	69747	71650	71650	
17149	50531	51260	52167	52711	69096	69747	71650	71650	
17150	50531	51260	52167	52711	69096	69747	71650	71650	
17151	50531	51260	52167	52711	69096	69747	71650	71650	
17152	50531	51260	52167	52711	69096	69747	71650	71650	
17153	50531	51260	52167	52711	69096	69747	71650	71650	
17154	50460	51260	52167	52711	69096	69747	71650	71650	
17155	50460	51260	52167	52711	69096	69747	71650	71650	
17156	50460	51260	52167	52711	69096	69747	71650	71650	
17157	50460	51260	52167	52711	69096	69747	71650	71650	
17158	50460	51260	52167	52711	69096	69747	71650	71650	
17159	50460	51260	52167	52711	69096	69747	71650	71650	
17160	50460	51260	52167	52711	69096	69747	71650	71650	
17161	50460	51260	52167	52711	69096	69747	71650	71650	
17162	50430	51260	52167	52711	69096	69747	71650	71650	
17163	50430	51260	52167	52711	69096	69747	71650	71650	
17164	50430	51260	52167	52711	69096	69747	71650	71650	
17165	50430	51260	52167	52711	69096	69747	71650	71650	
17166	50430	51260	52167	52711	69096	69747	71650	71650	
17167	50430	51260	52167	52711	69096	69747	71650	71650	
17168	50570	51260	52167	52711	69096	69747	71650	71650	
17169	50570	51260	52167	52711	69096	69747	71650	71650	
17170	50570	51260	52167	52711	69096	69747	71650	71650	
17171	50570	51260	52167	52711	69096	69747	71650	71650	
17172	50570	51260	52167	52711	69096	69747	71650	71650	
17173	50570	51260	52167	52711	69096	69747	71650	71650	
17174	50570	51260	52167	52711	69096	69747	71650	71650	
17175	50570	51260	52167	52711	69096	69747	71650	71650	
17176	50570	51260	52167	52711	69096	69747	71650	71650	
17177	50570	51260	52167	52711	69096	69747	71650	71650	
17178	50570	51260	52167	52711	69096	69747	71650	71650	
17179	50570	51260	52167	52711	69096	69747	71650	71650	
17180	50570	51260	52167	52711	69096	69747	71650	71650	
17181	50570	51260	52167	52711	69096	69747	71650	71650	
17182	50570	51260	52167	52711	69096	69747	71650	71650	
17183	50570	51260	52167	52711	69096	69747	71650	71650	
17184	50600	51260	52167	52711	69096	69747	71650	71650	
17185	50600	51260	52167	52711	69096	69747	71650	71650	
17186	50600	51260	52167	52711	69096	69747	71650	71650	
17187	50600	51260	52167	52711	69096	69747	71650	71650	
17188	50600	51260	52167	52711	69096	69747	71650	71650	
17189	50600	51260	52167	52711	69096	69747	71650	71650	
17190	50600	51260	52167	52711	69096	69747	71650	71650	
17191	50600	51260	52167	52711	69096	69747	71650	71650	
17192	50600	51260	52167	52711	69096	69747	71650	71650	
17193	50600	51260	52167	52711	69096	69747	71650	71650	
17194	50600	51260	52167	52711	69096	69747	71650	71650	
17195	50600	51260	52167	52711	69096	69747	71650	71650	
17196	50600	51260	52167	52711	69096	69747	71650	71650	
17197	50600	51260	52167	52711	69096	69747	71650	71650	
17198	50600	51260	52167	52711	69096	69747	71650	71650	
17199	50600	51260	52167	52711	69096	69747	71650	71650	
17200	50600	51260	52167	52711	69096	69747	71650	71650	
17201	50600	51260	52167	52711	69096	69747	71650	71650	
17202	50600	51260	52167	52711	69096	69747	71650	71650	
17203	50600	51260	52167	52711	69096	69747	71650	71650	
17204	50600	51260	52167	52711	69096	69747	71650	71650	
17205	50600	51260	52167	52711	69096	69747	71650	71650	
17206	50600	51260	52167	52711	69096	69747	71650	71650	
17207	50600	51260	52167	52711	69096	69747	71650	71650	
17208	50600	51260	52167	52711	69096	69747	71650	71650	
17209	50600	51260	52167	52711	69096	69747	71650	71650	
17210	50600	51260	52167	52711	69096	69747	71650	71650	
17211	50600	51260	52167	52711	69096	69747	71650	71650	
17212	50600	51260	52167	52711	69096	69747	71650	71650	
17213	50600	51260	52167	52711	69096	69747	71650	71650	
17214	50600	51260	52167	52711	69096	69747	71650	71650	
17215	50600	51260	52167	52711	69096	69747	71650	71650	
17216	50600	51260	52167	52711	69096	69747	71650	71650	
17217	50600	51260	52167	52711	69096	69747	71650	71650	
17218	50600	51260	52167	52711	69096	69747	71650	71650	
17219	50600	51260	52167	52711	69096	69747	71650	71650	
17220	50600	51260	52167	52711	69096	69747	71650	71650	
17221	50600	51260	52167	52711	69096	69747	71650	71650	
17222	50738	51260	52167	52711	69096	69747	71650	71650	
17223	50738	51260	52167	52711	69096	69747	71650	71650	
17224	50738	51260	52167	52711	69096	69747	71650	71650	
17225	50738	51260	52167	52711	69096	69747	71650	71650	
17226	50738	51260	52167	52711	69096	69747	71650	71650	
17227	50738	51260	52167	52711	69096	69747	71650	71650	
17228	50738	51260	52167	52711	69096	69747	71650	71650	
17229	50738	51260	52167	52711	69096	69747	71650	71650	
17230	50738	51260	52167	52711	69096	69747	71650	71650	
17231	50738	51260	52167	52711	69096	69747	71650	71650	
17232	50900	51260	52167	52711	69096	69747	71650	71650	
17233	50900	51260	52167	52711	69096	69747	71650	71650	
17234	50900	51260	52167	52711	69096	69747	71650	71650	
17235	50900	51260	52167	52711	69096	69747	71650	71650	
17236	50900	51260	52167	52711	69096	69747	71650	71650	
17237	50900	51260	52167	52711	69096	69747	71650	71650	
17238	50900	51260	52167	52711	69096	69747	71650	71650	
17239	50900	51260	52167	52711	69096	69747	71650	71650	
17240	50900	51260	52167	52711	69096	69747	71650	71650	
17241	50900	51260	52167	52711	69096	69747	71650	71650	
17242	50900	51260	52167	52711	69096	69747	71650	71650	
17243	50900	51260	52167	52711	69096	69747	71650	71650	
17244	50900	51260	52167	52711	69096	69747	71650	71650	
17245	50900	51260	52167	52711	69096	69747	71650	71650	
17246	50900	51260	52167	52711	69096	69747	71650	71650	
17247	50900	51260	52167	52711	69096	69747	71650	71650	
17248	50900	51260	52167	52711	69096	69747	71650	71650	
17249	50900	51260	52167	52711	69096	69747	71650	71650	
17250	50900	51260	52167	52711	69096	69747	71650	71650	
17251	50900	51260	52167	52711	69096	69747	71650	71650	
17252	50900	51260	52167	52711	69096	69747	71650	71650	
17253	50900	51260	52167	52711	69096	69747	71650	71650	
17254	50900	51260	52167	52711	69096	69747	71650	71650	
17255	50900	51260	52167	52711	69096	69747	71650	71650	
17256	50900	51260	52167	52711	69096	69747	71650	71650	
17257	50900	51260	52167	52711	69096	69747	71650	71650	
17258	50900	51260	52167	52711	69096	69747	71650	71650	
17259	50900	51260	52167	52711	69096	69747	71650	71650	
17260	50900	51260	52167	52711	69096	69747	71650	71650	
17261	50900	51260	52167	52711	69096	69747	71650	71650	
17262	50900	51260	52167	52711	69096	69747	71650	71650	
17263	50900	51260	52167	52711	69096	69747	71650	71650	
17264	50900	51260	52167	52711	69096	69747	71650	71650	
17265	50900	51260	52167	52711	69096	69747	71650	71650	
17266	50900	51260	52167	52711	69096	69747	71650	71650	
17267	50900	51260	52167	52711	69096	69747	71650	71650	
17268	50900	51260	52167	52711	69096	69747	71650	71650	
17269	50900	51260	52167	52711	69096	69747	71650	71650	
17270	50900	51260	52167	52711	69096	69747	71650	71650	
17271	50900	51260	52167	52711	69096	69747	71650	71650	
17272	50900	51260	52167	52711	69096	69747	71650	71650	
17273	50900	51260	52167	52711	69096	69747	71650	71650	
17274	50900	51260	52167	52711	69096	69747	71650	71650	
17275	50900	51260	52167	52711	69096	69747	71650	71650	
17276	50900	51260	52167	52711	69096	69747	71650	71650	
17277	50900	51260	52167	52711	69096	69747	71650	71650	
17278	50900	51260	52167	52711	69096	69747	71650	71650	
17279	50900	51260	52167	52711	69096	69747	71650	71650	
17280	50900	51260	52167	52711	69096	69747	71650	71650	
17281	50948	51260	52167	52711	69096	69747	71650	71650	
17282	50948	51260	52167	52711	69096	69747	71650	71650	
17283	50948	51260	52167	52711	69096	69747	71650	71650	
17284	50948	51260	52167	52711	69096	69747	71650	71650	
17285	50948	51260	52167	52711	69096	69747	71650	71650	
17286	50948	51260	52167	52711	69096	69747	71650	71650	
17287	50948	51260	52167	52711	69096	69747	71650	71650	
17288	50948	51260	52167	52711	69096	69747	71650	71650	
17289	50948	51260	52167	52711	69096	69747	71650	71650	
17290	50948	51260	52167	52711	69096	69747	71650	71650	
17291	50948	51260	52167	52711	69096	69747	71650	71650	
17292	50948	51260	52167	52711	69096	69747	71650	71650	
17293	50948	51260	52167	52711	69096	69747	71650	71650	
17294	50948	51260	52167	52711	69096	69747	71650	71650	
17295	50948	51260	52167	52711	69096	69747	71650	71650	
17296	50948	51260	52167	52711	69096	69747	71650	71650	
17297	50948	51260	52167	52711	69096	69747	71650	71650	
17298	50948	51260	52167	52711	69096	69747	71650	71650	
17299	50948	51260	52167	52711	69096	69747	71650	71650	
17300	50948	51260	52167	52711	69096	69747	71650	71650	
17301	50948	51260	52167	52711	69096	69747	71650	71650	
17302	50948	51260	52167	52711	69096	69747	71650	71650	
17303	50948	51260	52167	52711	69096	69747	71650	71650	
17304	50948	51260	52167	52711	69096	69747	71650	71650	
17305	50948	51260	52167	52711	69096	69747	71650	71650	
17306	50948	51260	52167	52711	69096	69747	71650	71650	
17307	50948	51260	52167	52711	69096	69747	71650	71650	
17308	50948	51260	52167	52711	69096	69747	71650	71650	
17309	50948	51260	52167	52711	69096	69747	71650	71650	
17310	50948	51260	52167	52711	69096	69747	71650	71650	
17311	50948	51260	52167	52711	69096	69747	71650	71650	
17312	50948	51260	52167	52711	69096	69747	71650	71650	
17313	50948	51260	52167	52711	69096	69747	71650	71650	
17314	50948	51260	52167	52711	69096	69747	71650	71650	
17315	50948	51260	52167	52711	69096	69747	71650	71650	
17316	50948	51260	52167	52711	69096	69747	71650	71650	
17317	50948	51260	52167	52711	69096	69747	71650	71650	
17318	51229	51260	52167	52711	69096	69747	71650	71650	
17319	51229	51260	52167	52711	69096	69747	71650	71650	
17320	51229	51260	52167	52711	69096	69747	71650	71650	
17321	51229	51260	52167	52711	69096	69747	71650	71650	
17322	51229	51260	52167	52711	69096	69747	71650	71650	
17323	51229	51260	52167	52711	69096	69747	71650	71650	
17324	51229	51260	52167	52711	69096	69747	71650	71650	
17325	51229	51260	52167	52711	69096	69747	71650	71650	
17326	51229	51260	52167	52711	69096	69747	71650	71650	
17327	51229	51260	52167	52711	69096	69747	71650	71650	
17328	51229	51260	52167	52711	69096	69747	71650	71650	
17329	51229	51260	52167	52711	69096	69747	71650	71650	
17330	51229	51260	52167	52711	69096	69747	71650	71650	
17331	51229	51260	52167	52711	69096	69747	71650	71650	
17332	51067	51260	52167	52711	69096	69747	71650	71650	
17333	51067	51260	52167	52711	69096	69747	71650	71650	
17334	51067	51260	52167	52711	69096	69747	71650	71650	
17335	51067	51260	52167	52711	69096	69747	71650	71650	
17336	51067	51260	52167	52711	69096	69747	71650	71650	
17337	51067	51260	52167	52711	69096	69747	71650	71650	
17338	51067	51260	52167	52711	69096	69747	71650	71650	
17339	51067	51260	52167	52711	69096	69747	71650	71650	
17340	51067	51260	52167	52711	69096	69747	71650	71650	
17341	51067	51260	52167	52711	69096	69747	71650	71650	
17342	51067	51260	52167	52711	69096	69747	71650	71650	
17343	51067	51260	52167	52711	69096	69747	71650	71650	
17344	51067	51260	52167	52711	69096	69747	71650	71650	
17345	51067	51260	52167	52711	69096	69747	71650	71650	
17346	51067	51260	52167	52711	69096	69747	71650	71650	
17347	51067	51260	52167	52711	69096	69747	71650	71650	
17348	51067	51260	52167	52711	69096	69747	71650	71650	
17349	51067	51260	52167	52711	69096	69747	71650	71650	
17350	51067	51260	52167	52711	69096	69747	71650	71650	
17351	51067	51260	52167	52711	69096	69747	71650	71650	
17352	51067	51260	52167	52711	69096	69747	71650	71650	
17353	51067	51260	52167	52711	69096	69747	71650	71650	
17354	51067	51260	52167	52711	69096	69747	71650	71650	
17355	51067	51260	52167	52711	69096	69747	71650	71650	
17356	51067	51260	52167	52711	69096	69747	71650	71650	
17357	51067	51260	52167	52711	69096	69747	71650	71650	
17358	51067	51260	52167	52711	69096	69747	71650	71650	
17359	51067	51260	52167	52711	69096	69747	71650	71650	
17360	50901	51260	52167	52711	69096	69747	71650	71650	
17361	50901	51260	52167	52711	69096	69747	71650	71650	
17362	50901	51260	52167	52711	69096	69747	71650	71650	
17363	50901	51260	52167	52711	69096	69747	71650	71650	
17364	50901	51260	52167	52711	69096	69747	71650	71650	
17365	50901	51260	52167	52711	69096	69747	71650	71650	
17366	50901	51260	52167	52711	69096	69747	71650	71650	
17367	50901	51260	52167	52711	69096	69747	71650	71650	
17368	50724	51260	52167	52711	69096	69747	71650	71650	
17369	50724	51260	52167	52711	69096	69747	71650	71650	
17370	50366	51260	52167	52711	69096	69747	71650	71650	
17371	50366	51260	52167	52711	69096	69747	71650	71650	
17372	50366	51260	52167	52711	69096	69747	71650	71650	
17373	50366	51260	52167	52711	69096	69747	71650	71650	
17374	50366	51260	52167	52711	69096	69747	71650	71650	
17375	50366	51260	52167	52711	69096	69747	71650	71650	
17376	50366	51260	52167	52711	69096	69747	71650	71650	
17377	50366	51260	52167	52711	69096	69747	71650	71650	
17378	50366	51260	52167	52711	69096	69747	71650	71650	
17379	50442	51260	52167	52711	69096	69747	71650	71650	
17380	50442	51260	52167	52711	69096	69747	71650	71650	
17381	50442	51260	52167	52711	69096	69747	71650	71650	
17382	50442	51260	52167	52711	69096	69747	71650	71650	
17383	50442	51260	52167	52711	69096	69747	71650	71650	
17384	50442	51260	52167	52711	69096	69747	71650	71650	
17385	50442	51260	52167	52711	69096	69747	71650	71650	
17386	50442	51260	52167	52711	69096	69747	71650	71650	
17387	50442	51260	52167	52711	69096	69747	71650	71650	
17388	50442	51260	52167	52711	69096	69747	71650	71650	
17389	50442	51260	52167	52711	69096	69747	71650	71650	
17390	50442	51260	52167	52711	69096	69747	71650	71650	
17391	50442	51260	52167	52711	69096	69747	71650	71650	
17392	50442	51260	52167	52711	69096	69747	71650	71650	
17393	50442	51260	52167	52711	69096	69747	71650	71650	
17394	50704	51260	52167	52711	69096	69747	71650	71650	
17395	50704	51260	52167	52711	69096	69747	71650	71650	
17396	50704	51260	52167	52711	69096	69747	71650	71650	
17397	50704	51260	52167	52711	69096	69747	71650	71650	
17398	50704	51260	52167	52711	69096	69747	71650	71650	
17399	50704	51260	52167	52711	69096	69747	71650	71650	
17400	50704	51260	52167	52711	69096	69747	71650	71650	
17401	50704	51260	52167	52711	69096	69747	71650	71650	
17402	50704	51260	52167	52711	69096	69747	71650	71650	
17403	50704	51260	52167	52711	69096	69747	71650	71650	
17404	50704	51260	52167	52711	69096	69747	71650	71650	
17405	50704	51260	52167	52711	69096	69747	71650	71650	
17406	50704	51260	52167	52711	69096	69747	71650	71650	
17407	50704	51260	52167	52711	69096	69747	71650	71650	
17408	50704	51260	52167	52711	69096	69747	71650	71650	
17409	50704	51260	52167	52711	69096	69747	71650	71650	
17410	50704	51260	52167	52711	69096	69747	71650	71650	
17411	50704	51260	52167	52711	69096	69747	71650	71650	
17412	50704	51260	52167	52711	69096	69747	71650	71650	
17413	50704	51260	52167	52711	69096	69747	71650	71650	
17414	50704	51260	52167	52711	69096	69747	71650	71650	
17415	50704	51260	52167	52711	69096	69747	71650	71650	
17416	50704	51260	52167	52711	69096	69747	71650	71650	
17417	50793	51260	52167	52711	69096	69747	71650	71650	
17418	50793	51260	52167	52711	69096	69747	71650	71650	
17419	50793	51260	52167	52711	69096	69747	71650	71650	
17420	50793	51260	52167	52711	69096	69747	71650	71650	
17421	50793	51260	52167	52711	69096	69747	71650	71650	
17422	50906	51260	52167	52711	69096	69747	71650	71650	
17423	50906	51260	52167	52711	69096	69747	71650	71650	
17424	50906	51260	52167	52711	69096	69747	71650	71650	
17425	50906	51260	52167	52711	69096	69747	71650	71650	
17426	50906	51260	52167	52711	69096	69747	71650	71650	
17427	50906	51260	52167	52711	69096	69747	71650	71650	
17428	50906	51260	52167	52711	69096	69747	71650	71650	
17429	50906	51260	52167	52711	69096	69747	71650	71650	
17430	50633	51260	52167	52711	69096	69747	71650	71650	
17431	50633	51260	52167	52711	69096	69747	71650	71650	
17432	50633	51260	52167	52711	69096	69747	71650	71650	
17433	50633	51260	52167	52711	69096	69747	71650	71650	
17434	50633	51260	52167	52711	69096	69747	71650	71650	
17435	50633	51260	52167	52711	69096	69747	71650	71650	
17436	50633	51260	52167	52711	69096	69747	71650	71650	
17437	50633	51260	52167	52711	69096	69747	71650	71650	
17438	50633	51260	52167	52711	69096	69747	71650	71650	
17439	50633	51260	52167	52711	69096	69747	71650	71650	
17440	50633	51260	52167	52711	69096	69747	71650	71650	
17441	50633	51260	52167	52711	69096	69747	71650	71650	
17442	50633	51260	52167	52711	69096	69747	71650	71650	
17443	50933	51260	52167	52711	69096	69747	71650	71650	
17444	50933	51260	52167	52711	69096	69747	71650	71650	
17445	50933	51260	52167	52711	69096	69747	71650	71650	
17446	50909	51260	52167	52711	69096	69747	71650	71650	
17447	50909	51260	52167	52711	69096	69747	71650	71650	
17448	50909	51260	52167	52711	69096	69747	71650	71650	
17449	50909	51260	52167	52711	69096	69747	71650	71650	
17450	50909	51260	52167	52711	69096	69747	71650	71650	
17451	50909	51260	52167	52711	69096	69747	71650	71650	
17452	50909	51260	52167	52711	69096	69747	71650	71650	
17453	50909	51260	52167	52711	69096	69747	71650	71650	
17454	50909	51260	52167	52711	69096	69747	71650	71650	
