jeu_200_75_5.txt_5_currentACO	jeu_200_75_5.txt_5_bestACO	
0	109524	109524	
1	112126	112126	
2	109907	112126	
3	109756	112126	
4	102748	112126	
5	112126	112126	
6	112126	112126	
7	116803	116803	
8	112126	116803	
9	112126	116803	
10	112126	116803	
11	112126	116803	
12	116803	116803	
13	112126	116803	
14	112126	116803	
15	112126	116803	
16	112126	116803	
17	116803	116803	
18	112126	116803	
19	112126	116803	
20	112126	116803	
21	112126	116803	
22	116803	116803	
23	115578	116803	
24	112126	116803	
25	115578	116803	
26	112126	116803	
27	116803	116803	
28	115578	116803	
29	113351	116803	
30	115578	116803	
31	113351	116803	
32	116803	116803	
33	116803	116803	
34	116803	116803	
35	115578	116803	
36	116803	116803	
37	116803	116803	
38	116803	116803	
39	116803	116803	
40	115578	116803	
41	116803	116803	
42	116803	116803	
43	116803	116803	
44	116803	116803	
45	116803	116803	
46	116803	116803	
47	116803	116803	
48	116803	116803	
49	116803	116803	
50	116803	116803	
51	116803	116803	
52	116803	116803	
53	115578	116803	
54	116803	116803	
55	116803	116803	
56	116803	116803	
57	116803	116803	
58	115578	116803	
59	116803	116803	
60	116803	116803	
61	116803	116803	
62	116803	116803	
63	115578	116803	
64	116803	116803	
65	116803	116803	
66	116803	116803	
67	116803	116803	
68	115578	116803	
69	116803	116803	
70	116803	116803	
71	116803	116803	
72	116803	116803	
73	115578	116803	
74	116803	116803	
75	116803	116803	
76	116803	116803	
77	116803	116803	
78	115578	116803	
79	116803	116803	
80	116803	116803	
81	116803	116803	
82	116803	116803	
83	116803	116803	
84	116803	116803	
85	116803	116803	
86	116803	116803	
87	116803	116803	
88	116803	116803	
89	116803	116803	
90	116803	116803	
91	116803	116803	
92	116803	116803	
93	116803	116803	
94	116803	116803	
95	116803	116803	
96	116803	116803	
97	116803	116803	
98	116803	116803	
99	116803	116803	
100	116803	116803	
101	116803	116803	
102	116803	116803	
103	116803	116803	
104	116803	116803	
105	116803	116803	
106	116803	116803	
107	116803	116803	
108	116803	116803	
109	116803	116803	
110	116803	116803	
111	116803	116803	
112	116803	116803	
113	116803	116803	
114	116803	116803	
115	116803	116803	
116	116803	116803	
117	116803	116803	
118	116803	116803	
119	116803	116803	
120	116803	116803	
121	116803	116803	
122	116803	116803	
123	116803	116803	
124	116803	116803	
125	116803	116803	
126	116803	116803	
127	116803	116803	
128	116803	116803	
129	116803	116803	
130	116803	116803	
131	116803	116803	
132	116803	116803	
133	116803	116803	
134	116803	116803	
135	116803	116803	
136	116803	116803	
137	116803	116803	
138	116803	116803	
139	116803	116803	
140	116803	116803	
141	116803	116803	
142	116803	116803	
143	116803	116803	
144	116803	116803	
145	116803	116803	
146	116803	116803	
147	116803	116803	
148	116803	116803	
149	116803	116803	
150	116803	116803	
151	116803	116803	
152	116803	116803	
153	116803	116803	
154	116803	116803	
155	116803	116803	
156	116803	116803	
157	116803	116803	
158	116803	116803	
159	116803	116803	
160	116803	116803	
161	116803	116803	
162	116803	116803	
163	116803	116803	
164	116803	116803	
165	116803	116803	
166	116803	116803	
167	116803	116803	
168	116803	116803	
169	116803	116803	
170	116803	116803	
171	116803	116803	
172	116803	116803	
173	116803	116803	
174	116803	116803	
175	116803	116803	
176	116803	116803	
177	116803	116803	
178	116803	116803	
179	116803	116803	
180	116803	116803	
181	116803	116803	
182	116803	116803	
183	116803	116803	
184	116803	116803	
185	116803	116803	
186	116803	116803	
187	116803	116803	
188	116803	116803	
189	116803	116803	
190	116803	116803	
191	116803	116803	
192	116803	116803	
193	116803	116803	
194	116803	116803	
195	116803	116803	
196	116803	116803	
197	116803	116803	
198	116803	116803	
199	116803	116803	
200	116803	116803	
201	116803	116803	
202	116803	116803	
203	116803	116803	
204	116803	116803	
205	116803	116803	
206	116803	116803	
207	116803	116803	
208	116803	116803	
209	116803	116803	
210	116803	116803	
211	116803	116803	
212	116803	116803	
213	116803	116803	
214	116803	116803	
215	116803	116803	
216	116803	116803	
217	116803	116803	
218	116803	116803	
219	116803	116803	
220	116803	116803	
221	116803	116803	
222	116803	116803	
223	116803	116803	
224	116803	116803	
225	116803	116803	
226	116803	116803	
227	116803	116803	
228	116803	116803	
229	116803	116803	
230	116803	116803	
231	116803	116803	
232	116803	116803	
233	116803	116803	
234	116803	116803	
235	116803	116803	
236	116803	116803	
237	116803	116803	
238	116803	116803	
239	116803	116803	
240	116803	116803	
241	116803	116803	
242	116803	116803	
243	116803	116803	
244	116803	116803	
245	116803	116803	
246	116803	116803	
247	116803	116803	
248	116803	116803	
249	116803	116803	
250	116803	116803	
251	116803	116803	
252	116803	116803	
253	116803	116803	
254	116803	116803	
255	116803	116803	
256	116803	116803	
257	116803	116803	
258	116803	116803	
259	116803	116803	
260	116803	116803	
261	116803	116803	
262	116803	116803	
263	116803	116803	
264	116803	116803	
265	116803	116803	
266	116803	116803	
267	116803	116803	
268	116803	116803	
269	116803	116803	
270	116803	116803	
271	116803	116803	
272	116803	116803	
273	116803	116803	
274	116803	116803	
275	116803	116803	
276	116803	116803	
277	116803	116803	
278	116803	116803	
279	116803	116803	
280	116803	116803	
281	116803	116803	
282	116803	116803	
283	116803	116803	
284	116803	116803	
285	116803	116803	
286	116803	116803	
287	116803	116803	
288	116803	116803	
289	116803	116803	
290	116803	116803	
291	116803	116803	
292	116803	116803	
293	116803	116803	
294	116803	116803	
295	116803	116803	
296	116803	116803	
297	116803	116803	
298	116803	116803	
299	116803	116803	
300	116803	116803	
301	116803	116803	
302	116803	116803	
303	116803	116803	
304	116803	116803	
305	116803	116803	
306	116803	116803	
307	116803	116803	
308	116803	116803	
309	116803	116803	
310	116803	116803	
311	116803	116803	
312	116803	116803	
313	116803	116803	
314	116803	116803	
315	116803	116803	
316	116803	116803	
317	116803	116803	
318	116803	116803	
319	116803	116803	
320	116803	116803	
321	116803	116803	
322	116803	116803	
323	116803	116803	
324	116803	116803	
325	116803	116803	
326	116803	116803	
327	116803	116803	
328	116803	116803	
329	116803	116803	
330	116803	116803	
331	116803	116803	
332	116803	116803	
333	116803	116803	
334	116803	116803	
335	116803	116803	
336	116803	116803	
337	116803	116803	
338	116803	116803	
339	116803	116803	
340	116803	116803	
341	116803	116803	
342	116803	116803	
343	116803	116803	
344	116803	116803	
345	116803	116803	
346	116803	116803	
347	116803	116803	
348	116803	116803	
349	116803	116803	
350	116803	116803	
351	116803	116803	
352	116803	116803	
353	116803	116803	
354	116803	116803	
355	116803	116803	
356	116803	116803	
357	116803	116803	
358	116803	116803	
359	116803	116803	
360	116803	116803	
361	116803	116803	
362	116803	116803	
363	116803	116803	
364	116803	116803	
365	116803	116803	
366	116803	116803	
367	116803	116803	
368	116803	116803	
369	116803	116803	
370	116803	116803	
371	116803	116803	
372	116803	116803	
373	116803	116803	
374	116803	116803	
375	116803	116803	
376	116803	116803	
377	116803	116803	
378	116803	116803	
379	116803	116803	
380	116803	116803	
381	116803	116803	
382	116803	116803	
383	116803	116803	
384	116803	116803	
385	116803	116803	
386	116803	116803	
387	116803	116803	
388	116803	116803	
389	116803	116803	
390	116803	116803	
391	116803	116803	
392	116803	116803	
393	116803	116803	
394	116803	116803	
395	116803	116803	
396	116803	116803	
397	116803	116803	
398	116803	116803	
399	116803	116803	
400	116803	116803	
401	116803	116803	
402	116803	116803	
403	116803	116803	
404	116803	116803	
405	116803	116803	
406	116803	116803	
407	116803	116803	
408	116803	116803	
409	116803	116803	
410	116803	116803	
411	116803	116803	
412	116803	116803	
413	116803	116803	
414	116803	116803	
415	116803	116803	
416	116803	116803	
417	116803	116803	
418	116803	116803	
419	116803	116803	
420	116803	116803	
421	116803	116803	
422	116803	116803	
423	116803	116803	
424	116803	116803	
425	116803	116803	
426	116803	116803	
427	116803	116803	
428	116803	116803	
429	116803	116803	
430	116803	116803	
431	116803	116803	
432	116803	116803	
433	116803	116803	
434	116803	116803	
435	116803	116803	
436	116803	116803	
437	116803	116803	
438	115578	116803	
439	116803	116803	
440	116803	116803	
441	116803	116803	
442	116803	116803	
443	116803	116803	
444	116803	116803	
445	116803	116803	
446	116803	116803	
447	116803	116803	
448	116803	116803	
449	116803	116803	
450	116803	116803	
Column 5: 450
Column 6: 450
